Price,Adj Close,Close,Close,Close,Close,Close,Close,Close,High,High,High,High,High,High,High,Low,Low,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume,Volume,Volume
2018-07-20,,,,5.0,,18.846107482910156,,,,,5.260000228881836,,18.846107482910156,,,,,4.800000190734863,,18.846107482910156,,,,,4.880000114440918,,18.846107482910156,,,,,26000,,0.0,,
2018-07-23,,,,4.949999809265137,,18.846107482910156,,,,,5.25,,18.846107482910156,,,,,4.909999847412109,,18.846107482910156,,,,,5.21999979019165,,18.846107482910156,,,,,4200,,0.0,,
2018-07-24,,,,4.860000133514404,,18.846107482910156,,,,,5.070000171661377,,18.846107482910156,,,,,4.849999904632568,,18.846107482910156,,,,,4.900000095367432,,18.846107482910156,,,,,30400,,0.0,,
2018-07-25,,,,5.050000190734863,,18.846107482910156,,,,,5.050000190734863,,18.846107482910156,,,,,4.860000133514404,,18.846107482910156,,,,,5.050000190734863,,18.846107482910156,,,,,800,,0.0,,
2018-07-26,,,,5.125,,18.846107482910156,,,,,5.239999771118164,,18.846107482910156,,,,,4.900000095367432,,18.846107482910156,,,,,5.019999980926514,,18.846107482910156,,,,,7700,,0.0,,
2018-07-27,,,,4.800000190734863,,18.846107482910156,,,,,5.199999809265137,,18.846107482910156,,,,,4.800000190734863,,18.846107482910156,,,,,4.900000095367432,,18.846107482910156,,,,,5800,,0.0,,
2018-07-30,,,,4.989999771118164,,18.846107482910156,,,,,4.989999771118164,,18.846107482910156,,,,,4.790999889373779,,18.846107482910156,,,,,4.798999786376953,,18.846107482910156,,,,,15300,,0.0,,
2018-07-31,,,,4.800000190734863,,18.87443733215332,,,,,4.900000095367432,,18.87443733215332,,,,,4.769999980926514,,18.87443733215332,,,,,4.900000095367432,,18.87443733215332,,,,,5600,,0.0,,
2018-08-01,,,,4.966000080108643,,18.87443733215332,,,,,4.966000080108643,,18.87443733215332,,,,,4.775000095367432,,18.87443733215332,,,,,4.775000095367432,,18.87443733215332,,,,,2200,,0.0,,
2018-08-02,,,,4.849999904632568,,18.87443733215332,,,,,4.989999771118164,,18.87443733215332,,,,,4.75,,18.87443733215332,,,,,4.849999904632568,,18.87443733215332,,,,,10200,,0.0,,
2018-08-03,,,,4.889999866485596,,18.87443733215332,,,,,5.0,,18.87443733215332,,,,,4.75,,18.87443733215332,,,,,4.849999904632568,,18.87443733215332,,,,,5800,,0.0,,
2018-08-06,,,,4.860000133514404,,18.87443733215332,,,,,4.989999771118164,,18.87443733215332,,,,,4.849999904632568,,18.87443733215332,,,,,4.920000076293945,,18.87443733215332,,,,,2800,,0.0,,
2018-08-07,,,,4.849999904632568,,18.87443733215332,,,,,5.559999942779541,,18.87443733215332,,,,,4.75,,18.87443733215332,,,,,5.189000129699707,,18.87443733215332,,,,,41900,,0.0,,
2018-08-08,,,,4.75,,18.899703979492188,,,,,4.811999797821045,,18.899703979492188,,,,,4.75,,18.899703979492188,,,,,4.760000228881836,,18.899703979492188,,,,,3000,,0.0,,
2018-08-09,,,,4.65500020980835,,18.899703979492188,,,,,4.804999828338623,,18.899703979492188,,,,,4.560999870300293,,18.899703979492188,,,,,4.804999828338623,,18.899703979492188,,,,,10200,,0.0,,
2018-08-10,,,,4.650000095367432,,18.899703979492188,,,,,4.699999809265137,,18.899703979492188,,,,,4.590000152587891,,18.899703979492188,,,,,4.699999809265137,,18.899703979492188,,,,,1500,,0.0,,
2018-08-13,,,,4.357999801635742,,18.899703979492188,,,,,4.599999904632568,,18.899703979492188,,,,,4.320000171661377,,18.899703979492188,,,,,4.599999904632568,,18.899703979492188,,,,,5800,,0.0,,
2018-08-14,,,,4.360000133514404,,18.650087356567383,,,,,4.400000095367432,,18.650087356567383,,,,,4.349999904632568,,18.650087356567383,,,,,4.39900016784668,,18.650087356567383,,,,,10500,,300.0,,
2018-08-15,,,,4.380000114440918,,18.650087356567383,,,,,4.400000095367432,,18.650087356567383,,,,,4.320000171661377,,18.650087356567383,,,,,4.364999771118164,,18.650087356567383,,,,,4400,,0.0,,
2018-08-16,,,,4.3460001945495605,,18.650087356567383,,,,,4.400000095367432,,18.650087356567383,,,,,4.313000202178955,,18.650087356567383,,,,,4.400000095367432,,18.650087356567383,,,,,2000,,0.0,,
2018-08-17,,,,4.309999942779541,,18.650087356567383,,,,,4.309999942779541,,18.650087356567383,,,,,4.309999942779541,,18.650087356567383,,,,,4.309999942779541,,18.650087356567383,,,,,500,,0.0,,
2018-08-20,,,,4.380000114440918,,18.650087356567383,,,,,4.380000114440918,,18.650087356567383,,,,,4.300000190734863,,18.650087356567383,,,,,4.300000190734863,,18.650087356567383,,,,,500,,0.0,,
2018-08-21,,,,4.25,,18.650087356567383,,,,,4.369999885559082,,18.650087356567383,,,,,4.25,,18.650087356567383,,,,,4.260000228881836,,18.650087356567383,,,,,2100,,0.0,,
2018-08-22,,,,4.349999904632568,,18.650087356567383,,,,,4.349999904632568,,18.650087356567383,,,,,4.349999904632568,,18.650087356567383,,,,,4.349999904632568,,18.650087356567383,,,,,400,,0.0,,
2018-08-23,,,,4.355999946594238,,18.650087356567383,,,,,4.355999946594238,,18.650087356567383,,,,,4.355999946594238,,18.650087356567383,,,,,4.355999946594238,,18.650087356567383,,,,,300,,0.0,,
2018-08-24,,,,4.349999904632568,,18.650087356567383,,,,,4.349999904632568,,18.650087356567383,,,,,4.329999923706055,,18.650087356567383,,,,,4.329999923706055,,18.650087356567383,,,,,900,,0.0,,
2018-08-27,,,,4.170000076293945,,18.650087356567383,,,,,4.328000068664551,,18.650087356567383,,,,,4.170000076293945,,18.650087356567383,,,,,4.25,,18.650087356567383,,,,,2900,,0.0,,
2018-08-28,,,,4.070000171661377,,18.650087356567383,,,,,4.23799991607666,,18.650087356567383,,,,,4.070000171661377,,18.650087356567383,,,,,4.2230000495910645,,18.650087356567383,,,,,33100,,0.0,,
2018-08-29,,,,4.179999828338623,,18.650087356567383,,,,,4.179999828338623,,18.650087356567383,,,,,3.811000108718872,,18.650087356567383,,,,,4.099999904632568,,18.650087356567383,,,,,25900,,0.0,,
2018-08-30,,,,4.175000190734863,,18.650087356567383,,,,,4.179999828338623,,18.650087356567383,,,,,4.126999855041504,,18.650087356567383,,,,,4.164999961853027,,18.650087356567383,,,,,1800,,0.0,,
2018-08-31,,,,4.150000095367432,,18.69383430480957,,,,,4.179999828338623,,18.69383430480957,,,,,4.139999866485596,,18.69383430480957,,,,,4.179999828338623,,18.69383430480957,,,,,1000,,0.0,,
2018-09-04,,,,4.130000114440918,,18.69383430480957,,,,,4.199999809265137,,18.69383430480957,,,,,3.859999895095825,,18.69383430480957,,,,,4.175000190734863,,18.69383430480957,,,,,9200,,0.0,,
2018-09-05,,,,4.013000011444092,,18.69383430480957,,,,,4.013000011444092,,18.69383430480957,,,,,4.013000011444092,,18.69383430480957,,,,,4.013000011444092,,18.69383430480957,,,,,300,,0.0,,
2018-09-06,,,,3.9000000953674316,,18.69383430480957,,,,,4.090000152587891,,18.69383430480957,,,,,3.880000114440918,,18.69383430480957,,,,,4.0,,18.69383430480957,,,,,21500,,0.0,,
2018-09-07,,,,3.9000000953674316,,18.69383430480957,,,,,3.9000000953674316,,18.69383430480957,,,,,3.9000000953674316,,18.69383430480957,,,,,3.9000000953674316,,18.69383430480957,,,,,0,,0.0,,
2018-09-10,,,,3.700000047683716,,18.65008544921875,,,,,3.9800000190734863,,18.65008544921875,,,,,3.6700000762939453,,18.65008544921875,,,,,3.9800000190734863,,18.65008544921875,,,,,36100,,0.0,,
2018-09-11,,,,3.549999952316284,,18.65008544921875,,,,,4.0,,18.65008544921875,,,,,3.549999952316284,,18.65008544921875,,,,,3.8299999237060547,,18.65008544921875,,,,,32100,,0.0,,
2018-09-12,,,,3.509999990463257,,18.65008544921875,,,,,3.680000066757202,,18.65008544921875,,,,,3.4800000190734863,,18.65008544921875,,,,,3.549999952316284,,18.65008544921875,,,,,4700,,0.0,,
2018-09-13,,,,3.5,,18.65008544921875,,,,,3.690000057220459,,18.65008544921875,,,,,3.5,,18.65008544921875,,,,,3.680000066757202,,18.65008544921875,,,,,4300,,0.0,,
2018-09-14,,,,3.509999990463257,,18.65008544921875,,,,,3.7300000190734863,,18.65008544921875,,,,,3.509999990463257,,18.65008544921875,,,,,3.7300000190734863,,18.65008544921875,,,,,1000,,0.0,,
2018-09-17,,,,3.4760000705718994,,18.65008544921875,,,,,3.507999897003174,,18.65008544921875,,,,,3.4760000705718994,,18.65008544921875,,,,,3.5,,18.65008544921875,,,,,8300,,0.0,,
2018-09-18,,,,3.369999885559082,,18.65008544921875,,,,,3.490000009536743,,18.65008544921875,,,,,3.369999885559082,,18.65008544921875,,,,,3.490000009536743,,18.65008544921875,,,,,7600,,0.0,,
2018-09-19,,,,3.319999933242798,,18.65008544921875,,,,,3.4749999046325684,,18.65008544921875,,,,,3.299999952316284,,18.65008544921875,,,,,3.4000000953674316,,18.65008544921875,,,,,5100,,0.0,,
2018-09-20,,,,3.3350000381469727,,18.65008544921875,,,,,3.3499999046325684,,18.65008544921875,,,,,3.3299999237060547,,18.65008544921875,,,,,3.3499999046325684,,18.65008544921875,,,,,3900,,0.0,,
2018-09-21,,,,3.2899999618530273,,18.65008544921875,,,,,3.299999952316284,,18.65008544921875,,,,,3.2799999713897705,,18.65008544921875,,,,,3.2799999713897705,,18.65008544921875,,,,,11300,,0.0,,
2018-09-24,,,,3.440000057220459,,18.65008544921875,,,,,3.440000057220459,,18.65008544921875,,,,,3.4070000648498535,,18.65008544921875,,,,,3.4200000762939453,,18.65008544921875,,,,,1600,,0.0,,
2018-09-25,,,,3.6600000858306885,,18.65008544921875,,,,,3.7899999618530273,,18.65008544921875,,,,,3.440000057220459,,18.65008544921875,,,,,3.440000057220459,,18.65008544921875,,,,,21800,,0.0,,
2018-09-26,,,,3.7100000381469727,,18.65008544921875,,,,,3.7300000190734863,,18.65008544921875,,,,,3.509999990463257,,18.65008544921875,,,,,3.7300000190734863,,18.65008544921875,,,,,5000,,0.0,,
2018-09-27,,,,3.9000000953674316,,18.65008544921875,,,,,3.990000009536743,,18.65008544921875,,,,,3.700000047683716,,18.65008544921875,,,,,3.7019999027252197,,18.65008544921875,,,,,6500,,0.0,,
2018-09-28,,,,3.930000066757202,,18.686229705810547,,,,,3.9800000190734863,,18.686229705810547,,,,,3.75,,18.686229705810547,,,,,3.930000066757202,,18.686229705810547,,,,,11400,,0.0,,
2018-10-01,,,,3.609999895095825,,18.686229705810547,,,,,4.059999942779541,,18.686229705810547,,,,,3.5999999046325684,,18.686229705810547,,,,,3.930000066757202,,18.686229705810547,,,,,11900,,0.0,,
2018-10-02,,,,3.4700000286102295,,18.686229705810547,,,,,3.809999942779541,,18.686229705810547,,,,,3.4700000286102295,,18.686229705810547,,,,,3.809999942779541,,18.686229705810547,,,,,4700,,0.0,,
2018-10-03,,,,3.7100000381469727,,18.686229705810547,,,,,3.740000009536743,,18.686229705810547,,,,,3.5999999046325684,,18.686229705810547,,,,,3.630000114440918,,18.686229705810547,,,,,1500,,0.0,,
2018-10-04,,,,3.7100000381469727,,18.686229705810547,,,,,3.7100000381469727,,18.686229705810547,,,,,3.7100000381469727,,18.686229705810547,,,,,3.7100000381469727,,18.686229705810547,,,,,0,,0.0,,
2018-10-05,,,,4.090000152587891,,18.686229705810547,,,,,4.090000152587891,,18.686229705810547,,,,,3.6610000133514404,,18.686229705810547,,,,,3.75,,18.686229705810547,,,,,14600,,0.0,,
2018-10-08,,,,3.9700000286102295,,18.686229705810547,,,,,4.070000171661377,,18.686229705810547,,,,,3.9700000286102295,,18.686229705810547,,,,,4.070000171661377,,18.686229705810547,,,,,700,,0.0,,
2018-10-09,,,,3.7699999809265137,,18.686229705810547,,,,,4.070000171661377,,18.686229705810547,,,,,3.7699999809265137,,18.686229705810547,,,,,3.7699999809265137,,18.686229705810547,,,,,1800,,0.0,,
2018-10-10,,,,3.9000000953674316,,18.650856018066406,,,,,4.090000152587891,,18.650856018066406,,,,,3.7899999618530273,,18.650856018066406,,,,,3.7899999618530273,,18.650856018066406,,,,,3100,,0.0,,
2018-10-11,,,,4.090000152587891,,18.650856018066406,,,,,4.190000057220459,,18.650856018066406,,,,,3.937999963760376,,18.650856018066406,,,,,4.190000057220459,,18.650856018066406,,,,,1800,,0.0,,
2018-10-12,,,,4.090000152587891,,18.650856018066406,,,,,4.150000095367432,,18.650856018066406,,,,,3.934999942779541,,18.650856018066406,,,,,3.9700000286102295,,18.650856018066406,,,,,25800,,0.0,,
2018-10-15,,,,4.0,,18.650856018066406,,,,,4.090000152587891,,18.650856018066406,,,,,3.9100000858306885,,18.650856018066406,,,,,3.9100000858306885,,18.650856018066406,,,,,1100,,0.0,,
2018-10-16,,,,4.090000152587891,,18.650856018066406,,,,,4.090000152587891,,18.650856018066406,,,,,3.9000000953674316,,18.650856018066406,,,,,3.9000000953674316,,18.650856018066406,,,,,2000,,0.0,,
2018-10-17,,,,3.9000000953674316,,18.650856018066406,,,,,4.085000038146973,,18.650856018066406,,,,,3.890000104904175,,18.650856018066406,,,,,3.930000066757202,,18.650856018066406,,,,,3200,,0.0,,
2018-10-18,,,,3.700000047683716,,18.650856018066406,,,,,3.990000009536743,,18.650856018066406,,,,,3.5999999046325684,,18.650856018066406,,,,,3.9700000286102295,,18.650856018066406,,,,,3900,,0.0,,
2018-10-19,,,,3.609999895095825,,18.650856018066406,,,,,4.090000152587891,,18.650856018066406,,,,,3.5999999046325684,,18.650856018066406,,,,,3.8499999046325684,,18.650856018066406,,,,,7200,,0.0,,
2018-10-22,,,,3.6600000858306885,,18.650856018066406,,,,,4.070000171661377,,18.650856018066406,,,,,3.5799999237060547,,18.650856018066406,,,,,3.6500000953674316,,18.650856018066406,,,,,20200,,0.0,,
2018-10-23,,,,3.759999990463257,,18.650856018066406,,,,,3.9600000381469727,,18.650856018066406,,,,,3.5299999713897705,,18.650856018066406,,,,,3.5299999713897705,,18.650856018066406,,,,,23600,,0.0,,
2018-10-24,,,,3.6700000762939453,,18.650856018066406,,,,,3.931999921798706,,18.650856018066406,,,,,3.6600000858306885,,18.650856018066406,,,,,3.931999921798706,,18.650856018066406,,,,,3300,,0.0,,
2018-10-25,,,,3.5399999618530273,,18.650856018066406,,,,,3.7799999713897705,,18.650856018066406,,,,,3.5399999618530273,,18.650856018066406,,,,,3.7799999713897705,,18.650856018066406,,,,,4800,,0.0,,
2018-10-26,,,,3.440000057220459,,18.650856018066406,,,,,3.9700000286102295,,18.650856018066406,,,,,3.4100000858306885,,18.650856018066406,,,,,3.609999895095825,,18.650856018066406,,,,,12100,,0.0,,
2018-10-29,,,,3.5999999046325684,,18.650856018066406,,,,,3.890000104904175,,18.650856018066406,,,,,3.5299999713897705,,18.650856018066406,,,,,3.5999999046325684,,18.650856018066406,,,,,7900,,0.0,,
2018-10-30,,,,3.700000047683716,,18.650856018066406,,,,,3.880000114440918,,18.650856018066406,,,,,3.5299999713897705,,18.650856018066406,,,,,3.5299999713897705,,18.650856018066406,,,,,2400,,0.0,,
2018-10-31,,,,3.559999942779541,,18.683979034423828,,,,,3.63100004196167,,18.683979034423828,,,,,3.5,,18.683979034423828,,,,,3.63100004196167,,18.683979034423828,,,,,12900,,0.0,,
2018-11-01,,,,3.799999952316284,,18.683979034423828,,,,,3.799999952316284,,18.683979034423828,,,,,3.450000047683716,,18.683979034423828,,,,,3.5999999046325684,,18.683979034423828,,,,,6800,,0.0,,
2018-11-02,,,,3.799999952316284,,18.683979034423828,,,,,3.799999952316284,,18.683979034423828,,,,,3.640000104904175,,18.683979034423828,,,,,3.7699999809265137,,18.683979034423828,,,,,1500,,0.0,,
2018-11-05,,,,3.200000047683716,,18.683979034423828,,,,,3.671999931335449,,18.683979034423828,,,,,3.0199999809265137,,18.683979034423828,,,,,3.6600000858306885,,18.683979034423828,,,,,62200,,0.0,,
2018-11-06,,,,3.2799999713897705,,18.683979034423828,,,,,3.569999933242798,,18.683979034423828,,,,,3.115999937057495,,18.683979034423828,,,,,3.240000009536743,,18.683979034423828,,,,,18400,,0.0,,
2018-11-07,,,,3.4200000762939453,,18.683979034423828,,,,,3.5,,18.683979034423828,,,,,3.299999952316284,,18.683979034423828,,,,,3.5,,18.683979034423828,,,,,40300,,0.0,,
2018-11-08,,,,3.5,,18.683979034423828,,,,,3.569999933242798,,18.683979034423828,,,,,3.299999952316284,,18.683979034423828,,,,,3.299999952316284,,18.683979034423828,,,,,8200,,0.0,,
2018-11-09,,,,3.5950000286102295,,18.683979034423828,,,,,3.618000030517578,,18.683979034423828,,,,,3.2799999713897705,,18.683979034423828,,,,,3.5299999713897705,,18.683979034423828,,,,,44600,,0.0,,
2018-11-12,,,,3.4000000953674316,,18.683979034423828,,,,,3.690000057220459,,18.683979034423828,,,,,3.3970000743865967,,18.683979034423828,,,,,3.619999885559082,,18.683979034423828,,,,,1700,,0.0,,
2018-11-13,,,,3.5199999809265137,,18.650856018066406,,,,,3.680000066757202,,18.650856018066406,,,,,3.5,,18.650856018066406,,,,,3.509999990463257,,18.650856018066406,,,,,29000,,0.0,,
2018-11-14,,,,3.5360000133514404,,18.650856018066406,,,,,3.6700000762939453,,18.650856018066406,,,,,3.5360000133514404,,18.650856018066406,,,,,3.640000104904175,,18.650856018066406,,,,,16900,,0.0,,
2018-11-15,,,,3.375,,18.650856018066406,,,,,3.5999999046325684,,18.650856018066406,,,,,3.069999933242798,,18.650856018066406,,,,,3.509999990463257,,18.650856018066406,,,,,20000,,0.0,,
2018-11-16,,,,3.3299999237060547,,18.650856018066406,,,,,3.509999990463257,,18.650856018066406,,,,,3.3299999237060547,,18.650856018066406,,,,,3.440000057220459,,18.650856018066406,,,,,4100,,0.0,,
2018-11-19,,,,3.119999885559082,,18.650856018066406,,,,,3.4000000953674316,,18.650856018066406,,,,,3.119999885559082,,18.650856018066406,,,,,3.2699999809265137,,18.650856018066406,,,,,12200,,0.0,,
2018-11-20,,,,3.119999885559082,,18.650856018066406,,,,,3.3499999046325684,,18.650856018066406,,,,,3.049999952316284,,18.650856018066406,,,,,3.130000114440918,,18.650856018066406,,,,,20600,,0.0,,
2018-11-21,,,,3.299999952316284,,18.650856018066406,,,,,3.299999952316284,,18.650856018066406,,,,,3.1459999084472656,,18.650856018066406,,,,,3.234999895095825,,18.650856018066406,,,,,7300,,0.0,,
2018-11-23,,,,3.1600000858306885,,18.650856018066406,,,,,3.200000047683716,,18.650856018066406,,,,,3.1500000953674316,,18.650856018066406,,,,,3.1500000953674316,,18.650856018066406,,,,,5700,,0.0,,
2018-11-26,,,,3.1500000953674316,,18.650856018066406,,,,,3.3399999141693115,,18.650856018066406,,,,,3.1500000953674316,,18.650856018066406,,,,,3.1500000953674316,,18.650856018066406,,,,,25500,,0.0,,
2018-11-27,,,,3.244999885559082,,18.650856018066406,,,,,3.299999952316284,,18.650856018066406,,,,,3.1500000953674316,,18.650856018066406,,,,,3.1500000953674316,,18.650856018066406,,,,,8200,,0.0,,
2018-11-28,,,,3.559999942779541,,18.650856018066406,,,,,3.559999942779541,,18.650856018066406,,,,,3.200000047683716,,18.650856018066406,,,,,3.200000047683716,,18.650856018066406,,,,,11600,,0.0,,
2018-11-29,,,,3.7899999618530273,,18.650856018066406,,,,,3.799999952316284,,18.650856018066406,,,,,3.374000072479248,,18.650856018066406,,,,,3.374000072479248,,18.650856018066406,,,,,4100,,0.0,,
2018-11-30,,,,3.549999952316284,,18.650854110717773,,,,,3.7899999618530273,,18.650854110717773,,,,,3.4000000953674316,,18.650854110717773,,,,,3.759999990463257,,18.650854110717773,,,,,7100,,0.0,,
2018-12-03,,,,3.4100000858306885,,18.650854110717773,,,,,3.634999990463257,,18.650854110717773,,,,,3.4100000858306885,,18.650854110717773,,,,,3.5,,18.650854110717773,,,,,6700,,0.0,,
2018-12-04,,,,3.2799999713897705,,18.650854110717773,,,,,3.390000104904175,,18.650854110717773,,,,,3.259999990463257,,18.650854110717773,,,,,3.299999952316284,,18.650854110717773,,,,,13900,,0.0,,
2018-12-06,,,,3.2899999618530273,,18.650854110717773,,,,,3.4800000190734863,,18.650854110717773,,,,,3.259999990463257,,18.650854110717773,,,,,3.259999990463257,,18.650854110717773,,,,,88100,,0.0,,
2018-12-07,,,,3.5199999809265137,,18.650854110717773,,,,,3.619999885559082,,18.650854110717773,,,,,3.2699999809265137,,18.650854110717773,,,,,3.309999942779541,,18.650854110717773,,,,,4900,,0.0,,
2018-12-10,,,,3.309999942779541,,18.650854110717773,,,,,3.549999952316284,,18.650854110717773,,,,,3.259999990463257,,18.650854110717773,,,,,3.4200000762939453,,18.650854110717773,,,,,13000,,0.0,,
2018-12-11,,,,3.369999885559082,,18.650854110717773,,,,,3.369999885559082,,18.650854110717773,,,,,3.3299999237060547,,18.650854110717773,,,,,3.367000102996826,,18.650854110717773,,,,,5200,,0.0,,
2018-12-12,,,,3.375,,18.650854110717773,,,,,3.4200000762939453,,18.650854110717773,,,,,3.309999942779541,,18.650854110717773,,,,,3.319999933242798,,18.650854110717773,,,,,22600,,0.0,,
2018-12-13,,,,3.359999895095825,,18.650854110717773,,,,,3.390000104904175,,18.650854110717773,,,,,3.2799999713897705,,18.650854110717773,,,,,3.319999933242798,,18.650854110717773,,,,,17200,,0.0,,
2018-12-14,,,,3.381999969482422,,18.650854110717773,,,,,3.4000000953674316,,18.650854110717773,,,,,3.3269999027252197,,18.650854110717773,,,,,3.3269999027252197,,18.650854110717773,,,,,3300,,0.0,,
2018-12-17,,,,3.2839999198913574,,18.46791648864746,,,,,3.319999933242798,,18.46791648864746,,,,,3.0999999046325684,,18.46791648864746,,,,,3.319999933242798,,18.46791648864746,,,,,37400,,0.0,,
2018-12-18,,,,3.140000104904175,,18.46791648864746,,,,,3.240000009536743,,18.46791648864746,,,,,3.0899999141693115,,18.46791648864746,,,,,3.240000009536743,,18.46791648864746,,,,,4100,,0.0,,
2018-12-19,,,,3.2699999809265137,,18.46791648864746,,,,,3.3299999237060547,,18.46791648864746,,,,,3.0999999046325684,,18.46791648864746,,,,,3.0999999046325684,,18.46791648864746,,,,,13400,,0.0,,
2018-12-20,,,,3.3499999046325684,,18.46791648864746,,,,,3.5,,18.46791648864746,,,,,3.200000047683716,,18.46791648864746,,,,,3.2300000190734863,,18.46791648864746,,,,,12600,,0.0,,
2018-12-21,,,,3.200000047683716,,18.46791648864746,,,,,3.6500000953674316,,18.46791648864746,,,,,3.200000047683716,,18.46791648864746,,,,,3.490000009536743,,18.46791648864746,,,,,6600,,0.0,,
2018-12-24,,,,3.2200000286102295,,18.46791648864746,,,,,3.299999952316284,,18.46791648864746,,,,,3.2100000381469727,,18.46791648864746,,,,,3.2100000381469727,,18.46791648864746,,,,,18500,,0.0,,
2018-12-26,,,,3.259999990463257,,18.46791648864746,,,,,3.450000047683716,,18.46791648864746,,,,,3.25,,18.46791648864746,,,,,3.359999895095825,,18.46791648864746,,,,,24200,,0.0,,
2018-12-27,,,,3.259999990463257,,18.660886764526367,,,,,3.619999885559082,,18.660886764526367,,,,,3.1640000343322754,,18.660886764526367,,,,,3.200000047683716,,18.660886764526367,,,,,64200,,0.0,,
2018-12-28,,,,3.4700000286102295,,18.711973190307617,,,,,3.5399999618530273,,18.711973190307617,,,,,3.259999990463257,,18.711973190307617,,,,,3.259999990463257,,18.711973190307617,,,,,3100,,0.0,,
2018-12-31,,,,3.1700000762939453,,18.711973190307617,,,,,3.4700000286102295,,18.711973190307617,,,,,3.1700000762939453,,18.711973190307617,,,,,3.299999952316284,,18.711973190307617,,,,,40300,,0.0,,
2019-01-02,,,,3.4800000190734863,,18.753768920898438,,,,,3.509999990463257,,18.753768920898438,,,,,3.1700000762939453,,18.753768920898438,,,,,3.1700000762939453,,18.753768920898438,,,,,21300,,0.0,,
2019-01-03,,,,3.5299999713897705,,18.808727264404297,,,,,3.9700000286102295,,18.808727264404297,,,,,3.3550000190734863,,18.808727264404297,,,,,3.4200000762939453,,18.808727264404297,,,,,29100,,0.0,,
2019-01-04,,,,4.010000228881836,,18.808727264404297,,,,,4.230000019073486,,18.808727264404297,,,,,3.690000057220459,,18.808727264404297,,,,,3.690000057220459,,18.808727264404297,,,,,56200,,0.0,,
2019-01-07,,,,4.440000057220459,,18.808727264404297,,,,,4.829999923706055,,18.808727264404297,,,,,4.105000019073486,,18.808727264404297,,,,,4.190000057220459,,18.808727264404297,,,,,55600,,0.0,,
2019-01-08,,,,4.809999942779541,,18.808727264404297,,,,,4.809999942779541,,18.808727264404297,,,,,4.210000038146973,,18.808727264404297,,,,,4.53000020980835,,18.808727264404297,,,,,31400,,0.0,,
2019-01-09,,,,4.510000228881836,,18.808727264404297,,,,,5.230000019073486,,18.808727264404297,,,,,4.190000057220459,,18.808727264404297,,,,,4.789999961853027,,18.808727264404297,,,,,35100,,0.0,,
2019-01-10,,,,4.230000019073486,,18.98675537109375,,,,,5.139999866485596,,18.98675537109375,,,,,3.9000000953674316,,18.96353418551045,,,,,4.559999942779541,,18.96353418551045,,,,,96700,,100.0,,
2019-01-11,,,,3.75,,18.98675537109375,,,,,4.110000133514404,,18.98675537109375,,,,,3.2899999618530273,,18.98675537109375,,,,,4.070000171661377,,18.98675537109375,,,,,144500,,0.0,,
2019-01-14,,,,3.4700000286102295,,18.98675537109375,,,,,4.026000022888184,,18.98675537109375,,,,,3.319999933242798,,18.98675537109375,,,,,3.6700000762939453,,18.98675537109375,,,,,50500,,0.0,,
2019-01-15,,,,3.740000009536743,,18.98675537109375,,,,,3.8380000591278076,,18.98675537109375,,,,,3.4600000381469727,,18.98675537109375,,,,,3.4600000381469727,,18.98675537109375,,,,,6700,,0.0,,
2019-01-16,,,,3.759999990463257,,18.95966148376465,,,,,4.130000114440918,,18.99449251801839,,,,,3.700000047683716,,18.95966148376465,,,,,3.740000009536743,,18.99449251801839,,,,,36400,,100.0,,
2019-01-17,,,,3.8499999046325684,,18.95966148376465,,,,,4.0,,18.95966148376465,,,,,3.7200000286102295,,18.95966148376465,,,,,3.7200000286102295,,18.95966148376465,,,,,26600,,0.0,,
2019-01-18,,,,3.9010000228881836,,18.95966148376465,,,,,3.990000009536743,,18.95966148376465,,,,,3.799999952316284,,18.95966148376465,,,,,3.809999942779541,,18.95966148376465,,,,,6900,,0.0,,
2019-01-22,,,,3.8499999046325684,,18.95966148376465,,,,,3.930000066757202,,18.95966148376465,,,,,3.568000078201294,,18.95966148376465,,,,,3.568000078201294,,18.95966148376465,,,,,4900,,0.0,,
2019-01-23,,,,4.039999961853027,,18.95966148376465,,,,,4.039999961853027,,18.95966148376465,,,,,3.937999963760376,,18.95966148376465,,,,,3.937999963760376,,18.95966148376465,,,,,16100,,0.0,,
2019-01-24,,,,4.119999885559082,,18.95966148376465,,,,,4.130000114440918,,18.95966148376465,,,,,4.110000133514404,,18.95966148376465,,,,,4.110000133514404,,18.95966148376465,,,,,4900,,0.0,,
2019-01-25,,,,4.269999980926514,,18.998367309570312,,,,,4.269999980926514,,18.998367309570312,,,,,4.269000053405762,,18.95579586949616,,,,,4.269000053405762,,18.95579586949616,,,,,1000,,300.0,,
2019-01-28,,,,3.819999933242798,,19.056415557861328,,,,,4.269999980926514,,19.056415557861328,,,,,3.819999933242798,,19.056415557861328,,,,,4.126999855041504,,19.056415557861328,,,,,12100,,0.0,,
2019-01-29,,,,3.8499999046325684,,19.05254364013672,,,,,3.9000000953674316,,19.05254364013672,,,,,3.609999895095825,,19.05254364013672,,,,,3.7690000534057617,,19.05254364013672,,,,,11900,,0.0,,
2019-01-30,,,,3.8499999046325684,,19.157039642333984,,,,,3.930000066757202,,19.157039642333984,,,,,3.799999952316284,,19.157039642333984,,,,,3.8499999046325684,,19.157039642333984,,,,,600,,0.0,,
