movie_id,genre_id
287,15
287,8
288,14
288,3
289,3
290,14
291,5
291,10
292,12
292,3
292,8
293,3
293,8
294,3
294,8
295,14
295,0
296,5
296,14
296,10
297,5
297,10
297,6
298,15
298,12
298,0
298,8
299,15
299,7
299,8
300,11
300,12
300,9
300,6
301,14
302,1
303,14
303,12
303,0
304,13
304,14
305,3
305,8
306,9
306,7
306,8
307,14
308,12
308,17
309,13
309,11
310,15
310,7
310,8
311,12
311,0
312,12
313,15
313,12
313,0
314,12
315,12
316,14
316,12
317,14
318,12
318,7
318,10
319,12
320,13
320,11
320,9
320,16
321,12
321,0
322,15
322,8
323,4
324,3
325,14
325,10
326,14
326,12
326,16
327,13
327,14
327,10
328,12
329,14
329,15
329,8
330,12
330,9
330,3
331,5
331,14
331,10
332,14
333,1
334,12
334,0
335,12
336,13
336,12
337,5
337,0
338,12
338,7
338,0
339,1
340,5
340,8
341,10
341,8
342,5
342,10
343,12
343,0
344,12
344,8
345,14
345,12
345,0
346,14
346,15
346,12
347,12
348,12
348,17
349,12
349,17
350,5
350,9
351,3
352,5
352,13
352,11
352,14
352,10
353,3
353,8
354,14
354,12
355,12
356,12
356,0
357,5
357,10
357,6
358,12
358,8
359,14
359,12
359,0
360,14
360,12
360,0
361,12
361,8
362,17
362,4
363,14
364,15
364,12
365,14
365,15
366,3
366,8
367,12
367,17
368,12
368,3
369,14
369,3
370,13
370,3
370,7
370,8
371,5
371,8
372,8
373,13
373,11
373,10
374,14
374,15
374,12
374,16
375,13
375,11
375,9
375,6
376,12
376,4
377,14
377,16
377,10
377,4
378,14
379,14
379,12
380,12
381,14
381,12
382,5
382,14
382,9
382,3
383,14
383,0
384,14
384,9
385,13
385,9
386,3
386,8
387,5
387,12
387,9
387,0
388,1
389,5
389,12
389,8
390,12
391,14
392,13
392,11
392,14
392,9
393,13
393,11
393,10
394,3
394,8
395,5
395,14
395,15
395,8
396,12
396,3
396,8
397,14
398,14
398,12
398,0
399,12
400,5
400,12
400,8
401,12
401,0
402,5
402,12
402,17
403,14
403,12
403,9
404,5
404,15
404,12
405,3
405,10
405,8
406,14
406,15
407,5
407,15
407,8
408,13
408,14
408,10
409,12
410,11
410,14
411,14
412,1
413,14
414,14
415,14
415,12
416,14
417,5
417,14
417,15
417,8
418,14
419,14
419,3
419,8
420,13
420,12
420,0
420,10
421,11
421,12
421,9
421,0
422,1
422,9
423,14
424,14
425,12
425,0
426,14
427,14
427,12
427,17
428,14
429,13
429,11
429,14
430,5
430,9
430,6
431,1
432,11
432,14
433,14
433,8
434,13
434,14
434,16
435,12
435,9
435,3
436,14
436,12
436,0
437,14
437,15
438,5
438,14
439,5
439,14
439,10
440,12
440,17
441,14
441,0
442,14
443,15
443,12
443,8
444,12
444,0
445,11
445,14
446,3
447,12
447,16
447,0
448,5
448,14
448,3
448,10
449,1
450,15
450,12
451,12
451,16
452,5
452,14
453,5
453,12
454,13
454,14
455,12
456,14
456,3
456,8
457,12
458,11
458,14
458,9
459,12
459,16
459,7
460,5
460,14
461,5
461,15
461,12
462,5
463,12
463,8
464,12
464,8
465,11
465,10
466,5
466,3
466,10
466,8
467,12
467,0
468,1
469,5
469,14
470,14
470,16
470,0
471,4
472,3
473,8
474,1
475,14
475,12
476,13
476,11
476,14
476,9
476,0
477,14
478,8
479,15
479,12
479,7
479,8
480,12
481,5
481,8
482,14
483,14
484,14
484,12
485,12
486,15
486,12
487,5
487,13
487,9
487,10
488,16
488,0
488,9
489,14
489,3
489,10
490,1
491,12
491,7
491,10
492,5
492,10
492,8
493,12
493,8
494,11
494,14
494,9
494,3
495,14
495,15
495,0
496,12
497,11
498,5
498,14
498,12
499,11
499,16
500,5
500,13
500,12
500,10
501,15
501,12
501,3
501,8
502,5
502,3
502,10
502,8
503,5
503,9
503,10
504,15
504,12
505,12
506,12
506,8
507,12
508,0
509,13
509,11
509,9
509,16
510,5
510,12
510,10
510,8
511,14
512,12
513,13
513,0
514,14
514,0
515,12
515,7
516,5
516,12
516,8
517,12
518,1
519,14
519,12
519,0
520,12
520,17
520,4
521,14
521,12
522,5
522,15
522,12
523,12
524,14
524,12
524,0
525,12
525,0
526,5
526,13
526,9
527,12
527,7
527,0
527,8
528,13
528,11
528,9
528,16
528,0
529,12
529,0
530,14
531,5
531,12
532,3
533,9
533,3
533,8
534,14
534,9
534,3
535,14
535,12
535,0
536,11
536,14
537,14
537,1
538,14
539,1
540,3
540,6
541,12
541,17
542,5
542,14
543,12
544,12
545,5
545,9
546,5
547,14
547,16
548,15
548,8
549,12
550,1
550,12
550,4
550,2
550,0
551,5
551,13
551,11
551,9
551,10
552,0
552,8
553,14
554,14
555,12
556,3
556,7
557,1
558,16
559,5
559,11
560,10
561,8
562,5
562,12
562,8
563,14
563,0
564,13
565,15
565,12
565,7
565,8
566,1
567,14
567,15
567,7
567,0
568,12
569,12
569,10
570,14
570,0
571,8
572,14
572,0
573,12
574,13
574,14
575,11
575,14
576,14
577,12
577,0
578,3
578,7
578,10
578,8
579,14
580,14
580,12
581,12
581,8
582,14
583,12
583,0
584,5
584,9
585,13
586,12
587,14
588,12
589,14
590,14
591,5
591,12
591,17
592,14
592,15
593,14
593,0
594,5
594,10
595,15
595,12
596,12
597,14
598,5
598,10
598,8
599,14
599,12
600,12
600,3
600,8
601,14
601,0
602,13
602,11
602,14
603,5
603,15
603,12
603,8
604,1
605,14
605,15
606,5
606,9
606,10
607,12
607,7
607,8
608,14
608,15
609,14
609,4
610,3
610,8
611,12
611,10
612,15
612,12
613,14
613,12
614,5
614,15
614,12
614,8
615,13
615,11
615,14
615,16
616,13
616,11
616,16
617,12
617,7
617,0
617,10
617,8
618,3
618,8
619,3
620,14
621,12
621,9
622,12
623,14
624,5
624,0
624,17
624,4
625,14
625,0
626,12
626,0
627,12
627,9
628,15
628,12
629,5
629,0
630,5
630,14
630,15
631,12
632,14
632,12
633,12
633,0
634,12
634,17
635,12
635,3
635,8
636,12
637,14
637,12
638,5
638,8
638,17
639,5
640,5
640,14
640,16
641,5
641,12
642,5
642,14
642,4
643,10
644,14
644,12
645,12
646,14
646,12
646,9
646,0
647,14
647,12
648,15
648,12
648,8
649,0
649,8
650,5
650,8
651,11
651,9
652,14
653,3
653,10
654,14
654,12
655,3
656,12
656,3
656,10
657,12
658,5
658,14
658,15
659,12
660,1
661,12
661,8
662,14
663,14
663,15
664,12
665,5
665,14
666,3
667,5
667,11
667,14
668,14
669,14
669,12
670,14
670,12
671,3
672,1
673,14
674,12
675,14
675,12
676,12
676,17
677,13
677,1
678,1
679,14
679,12
680,12
680,0
681,12
681,0
682,15
682,12
683,11
683,9
684,5
684,12
684,8
685,5
685,15
685,10
685,8
686,3
687,13
687,11
687,16
688,12
688,17
689,14
689,12
689,0
690,15
690,12
691,14
692,12
692,17
693,12
693,8
694,12
694,0
695,0
695,8
696,14
696,16
697,14
697,0
698,14
698,12
699,3
699,8
700,12
701,3
701,10
701,8
702,11
702,12
703,12
703,0
704,12
705,5
705,10
705,8
705,6
706,5
706,12
707,12
707,3
707,8
708,15
708,12
709,12
709,10
710,12
711,3
711,10
712,5
712,9
712,3
712,8
713,14
714,11
714,9
715,12
715,8
716,5
716,12
716,9
716,8
717,12
718,5
718,10
718,8
719,15
719,12
719,7
719,8
720,5
720,15
720,8
721,14
721,9
721,3
721,10
722,14
722,12
723,5
723,14
723,15
724,11
724,14
724,9
725,14
725,12
725,0
726,5
726,13
727,5
727,9
727,10
728,12
728,7
729,5
729,12
730,0
730,10
731,14
731,8
732,3
732,7
732,10
732,8
733,12
734,1
734,17
735,12
735,0
736,0
737,15
737,12
737,7
737,8
738,15
738,12
738,8
739,1
740,14
740,15
740,0
741,12
742,15
742,12
743,11
743,14
743,4
744,1
745,10
745,8
746,5
746,12
746,3
746,8
747,14
747,0
748,13
748,11
748,14
749,12
749,0
750,3
751,12
751,7
752,1
752,12
752,9
752,10
753,5
753,9
753,3
753,8
754,14
754,15
755,14
755,15
755,0
756,12
756,0
757,3
757,8
758,12
759,5
759,4
760,5
760,15
760,7
760,8
761,5
761,8
762,14
762,12
762,3
763,7
763,10
764,15
764,12
764,7
764,8
765,12
765,7
766,15
766,12
767,12
767,0
768,14
768,16
769,5
769,8
769,6
770,12
770,2
770,8
771,15
771,12
771,7
771,8
772,1
773,14
774,5
774,12
774,8
774,17
775,12
776,12
776,3
776,8
777,12
778,5
778,9
778,17
778,6
779,15
779,8
780,12
781,15
781,12
781,8
782,14
783,14
783,16
784,5
784,15
785,14
785,12
785,0
786,12
787,14
787,12
787,0
788,14
788,12
789,14
789,0
790,12
790,16
791,14
791,0
792,14
792,8
793,14
794,14
794,15
794,12
794,8
795,14
795,12
795,0
796,12
797,14
797,3
797,8
798,5
798,8
799,12
799,0
800,5
800,12
800,9
801,14
802,5
802,8
803,14
804,14
805,14
805,12
806,12
807,12
808,10
809,12
809,0
809,4
810,14
810,3
810,7
810,8
811,1
812,5
813,14
813,10
814,14
814,12
814,9
814,7
814,10
814,8
815,5
815,10
816,5
816,14
816,15
816,12
816,10
817,12
818,12
819,15
819,12
819,8
820,14
821,14
822,11
822,14
822,12
823,12
824,12
825,0
825,10
825,8
826,15
826,7
827,15
827,12
827,8
828,12
829,12
829,10
829,8
830,12
831,14
832,3
832,8
833,5
833,15
833,12
834,12
834,0
835,14
836,3
837,8
838,11
838,12
838,17
839,14
839,10
840,16
841,5
841,14
841,1
842,14
842,12
842,16
843,14
843,3
844,5
844,13
844,12
844,9
845,14
845,12
846,12
846,17
847,5
847,15
847,3
847,10
847,8
848,14
848,12
849,14
850,14
850,10
851,5
851,10
852,17
852,13
852,12
852,10
852,1
853,13
853,11
853,14
854,12
854,7
854,0
855,15
855,12
855,8
856,3
856,8
857,15
857,12
858,15
858,2
859,12
859,8
860,12
860,7
860,8
861,14
862,5
862,8
863,14
863,3
864,12
864,10
864,8
865,11
865,14
866,12
866,4
867,15
867,3
867,8
868,16
869,14
870,14
871,14
871,3
871,10
871,8
872,13
872,14
873,14
873,0
874,14
875,14
876,14
876,12
877,15
877,12
878,3
879,5
879,8
880,12
881,14
881,12
882,14
882,0
883,14
883,12
883,0
884,12
885,14
886,12
887,5
887,14
888,5
888,8
889,12
890,7
890,8
891,13
891,11
891,14
892,3
893,12
894,13
894,11
894,9
894,16
895,12
895,0
896,12
897,12
897,8
898,1
899,1
900,5
900,13
900,11
900,14
901,5
901,15
901,12
901,8
902,13
902,11
903,14
903,12
904,12
905,12
906,12
906,9
906,0
906,6
907,1
908,14
908,12
909,14
910,5
910,9
910,10
910,8
911,5
911,3
911,10
912,14
912,12
912,7
913,5
913,3
913,8
914,12
914,3
914,8
915,11
915,14
915,16
916,5
916,12
916,17
917,5
917,13
918,12
919,5
919,10
920,13
920,9
921,14
921,0
922,14
922,7
923,5
923,15
923,8
924,12
924,4
925,14
925,12
925,0
926,12
927,5
927,10
927,8
928,12
928,0
929,11
929,14
929,9
930,12
930,3
930,7
931,14
931,12
931,0
932,3
932,7
933,5
933,14
933,9
933,3
934,14
935,1
936,5
937,5
937,8
938,12
939,15
939,8
940,5
940,14
940,15
941,14
941,12
942,15
942,12
942,0
942,8
943,14
943,1
943,12
943,0
944,12
945,12
946,5
946,8
947,14
947,12
948,12
949,15
949,12
949,8
950,9
950,3
950,10
950,4
951,5
951,14
951,17
952,5
952,14
952,10
952,4
953,12
953,0
954,12
955,14
955,0
956,5
956,7
956,10
957,1
958,13
958,14
958,9
959,5
959,12
959,0
959,8
960,5
960,10
960,8
961,12
962,5
962,14
962,15
962,12
962,8
963,11
963,14
963,12
964,16
965,12
965,8
966,3
966,10
967,3
968,14
969,5
969,13
969,11
969,14
970,12
970,8
971,5
971,14
971,16
972,13
972,11
972,14
973,1
974,5
974,8
975,3
975,8
976,12
977,12
977,0
978,12
978,0
979,15
979,12
979,8
980,14
981,5
981,14
981,15
982,5
982,9
983,14
984,1
985,14
985,12
985,9
986,12
986,8
987,14
988,5
989,14
989,15
990,11
990,9
991,12
991,4
992,14
993,14
994,13
994,16
995,5
995,17
996,5
996,15
996,8
997,14
998,12
998,3
998,10
999,12
1000,12
1001,5
1001,10
1001,8
1002,13
1002,11
1002,16
1003,12
1004,12
1004,3
1004,10
1005,12
1005,0
1006,12
1007,5
1007,13
1007,11
1007,14
1008,12
1008,0
1009,15
1009,12
1010,5
1010,3
1011,14
1011,12
1011,0
1012,14
1013,12
1014,12
1014,8
1015,12
1016,14
1016,12
1017,14
1017,9
1018,5
1018,13
1018,11
1018,9
1018,10
1019,15
1019,12
1019,8
1020,3
1020,6
1021,15
1021,12
1021,7
1021,0
1021,8
1022,3
1022,8
1023,12
1023,9
1024,12
1024,16
1025,14
1026,14
1026,15
1026,12
1026,0
1027,11
1027,14
1027,9
1027,0
1028,14
1028,0
1028,10
1028,8
1029,3
1029,7
1029,8
1030,12
1030,0
1031,12
1032,15
1032,12
1033,12
1034,5
1034,12
1034,9
1034,0
1034,10
1034,8
1035,14
1035,15
1036,14
1036,15
1037,14
1037,12
1038,12
1039,12
1040,7
1040,8
1041,14
1041,15
1041,12
1041,7
1041,8
1042,12
1042,17
1043,12
1044,15
1045,12
1045,0
1045,10
1046,5
1046,3
1046,10
1047,14
1047,0
1048,14
1049,12
1049,3
1050,3
1050,8
1051,10
1052,3
1053,5
1054,11
1054,14
1055,1
1056,12
1057,5
1057,8
1058,14
1058,0
1058,10
1059,12
1059,8
1060,0
1061,14
1062,3
1062,7
1062,10
1062,8
1063,13
1064,5
1064,9
1065,14
1065,12
1066,5
1066,3
1066,8
1067,3
1067,10
1068,5
1068,9
1068,10
1069,12
1069,3
1070,14
1071,5
1071,9
1071,4
1072,5
1072,12
1072,10
1072,6
1073,12
1073,9
1073,3
1074,12
1074,2
1074,7
1074,0
1075,14
1076,15
1076,12
1077,14
1078,5
1078,15
1078,3
1079,12
1079,17
1080,12
1081,14
1081,12
1081,0
1082,14
1082,12
1082,0
1083,5
1083,12
1083,10
1083,8
1084,12
1085,12
1085,16
1086,3
1087,12
1087,16
1087,0
1088,14
1088,12
1088,0
1089,1
1090,1
1091,12
1092,14
1092,12
1093,14
1093,0
1094,1
1095,7
1095,8
1096,14
1096,3
1097,14
1098,12
1098,17
1099,5
1099,9
1100,12
1100,3
1100,7
1100,8
1101,12
1101,0
1102,12
1102,7
1102,10
1102,8
1103,5
1103,10
1103,8
1104,12
1105,13
1105,12
1105,0
1106,3
1106,8
1107,14
1108,14
1108,8
1109,13
1109,14
1110,12
1110,10
1110,8
1111,11
1111,14
1112,14
1113,14
1113,4
1114,5
1114,15
1114,3
1115,5
1115,12
1115,8
1116,13
1116,11
1117,15
1117,12
1118,14
1118,0
1119,14
1120,14
1121,5
1121,15
1121,8
1122,12
1122,16
1123,5
1123,13
1123,9
1123,10
1124,5
1124,3
1124,10
1125,5
1125,14
1126,14
1126,12
1127,12
1127,7
1128,3
1129,13
1129,9
1129,7
1130,13
1130,12
1130,0
1131,12
1132,2
1132,0
1132,8
1133,3
1133,7
1133,8
1134,5
1134,14
1134,0
1135,5
1135,10
1135,8
1136,14
1136,3
1137,7
1137,0
1137,8
1138,5
1138,10
1138,8
1139,1
1140,5
1140,12
1141,14
1141,15
1142,12
1142,17
1143,11
1143,14
1144,14
1144,15
1144,12
1144,7
1144,0
1145,14
1145,15
1146,3
1146,0
1146,8
1147,14
1148,12
1149,14
1149,3
1149,8
1150,12
1151,12
1152,14
1153,9
1153,6
1154,3
1154,8
1155,12
1156,13
1156,11
1156,9
1156,16
1157,14
1157,0
1158,12
1158,0
1159,5
1159,10
1159,8
1160,12
1160,8
1161,14
1162,13
1162,11
1162,14
1162,9
1163,14
1164,14
1164,12
1164,0
1165,5
1165,13
1165,15
1165,12
1165,2
1165,7
1165,10
1165,8
1166,12
1167,14
1167,15
1168,13
1168,11
1168,9
1169,11
1169,14
1170,13
1170,14
1170,10
1171,12
1172,12
1172,9
1172,3
1172,0
1173,11
1173,14
1174,14
1174,0
1175,14
1176,12
1177,14
1177,0
1178,5
1178,12
1179,14
1179,12
1180,14
1181,12
1182,14
1183,5
1183,13
1183,11
1183,14
1184,5
1184,14
1184,9
1184,0
1185,14
1186,1
1186,6
1187,5
1187,3
1187,10
1188,11
1188,14
1188,0
1189,15
1189,12
1189,0
1189,17
1190,1
1191,3
1192,5
1192,9
1192,10
1193,5
1193,13
1193,12
1193,10
1194,10
1195,14
1195,9
1196,12
1196,9
1196,0
1197,1
1198,12
1198,16
1198,0
1199,12
1199,0
1200,12
1201,5
1201,10
1201,8
1201,6
1202,3
1203,12
1203,8
1204,5
1204,14
1204,15
1204,8
1205,14
1205,12
1206,3
1207,12
1207,17
1208,5
1208,9
1209,14
1209,12
1210,12
1210,2
1210,7
1210,8
1211,14
1211,10
1212,14
1212,0
1213,5
1213,10
1213,6
1214,12
1215,1
1216,14
1216,0
1216,17
1217,0
1218,13
1218,11
1218,14
1218,12
1219,12
1219,0
1220,14
1220,12
1221,5
1221,14
1221,15
1221,0
1222,5
1222,10
1222,8
1223,14
1223,16
1224,14
1224,12
1225,5
1225,9
1225,8
1226,3
1227,14
1227,9
1228,14
1228,15
1228,12
1229,12
1230,8
1231,3
1232,15
1232,12
1232,7
1232,8
1233,13
1233,3
1233,7
1234,1
1235,12
1236,14
1237,11
1237,14
1238,12
1239,12
1240,14
1240,0
1241,12
1242,15
1242,8
1243,12
1243,16
1244,12
1244,0
1245,14
1246,14
1246,12
1246,17
1247,12
1248,13
1248,11
1248,12
1248,9
1248,16
1249,12
1249,17
1250,5
1251,14
1251,12
1252,15
1252,12
1252,8
1253,12
1253,10
1253,8
1254,14
1255,14
1256,12
1257,14
1257,0
1258,5
1258,15
1258,7
1259,14
1260,1
1261,11
1261,14
1262,5
1262,15
1262,12
1262,8
1263,12
1264,12
1265,14
1265,0
1266,3
1266,7
1266,8
1267,8
1268,2
1268,8
1269,5
1269,14
1269,8
1270,14
1270,1
1271,12
1271,7
1271,8
1272,14
1272,1
1273,14
1273,15
1274,14
1274,16
1275,14
1275,0
1276,12
1276,16
1277,5
1277,14
1277,15
1278,14
1279,14
1280,12
1280,16
1281,13
1281,10
1282,14
1282,0
1283,14
1283,3
1284,15
1284,12
1284,8
1285,12
1286,5
1286,3
1286,8
1287,14
1288,12
1288,17
1289,14
1289,16
1290,9
1290,10
1291,1
1292,15
1292,12
1293,15
1293,8
1294,11
1294,14
1294,15
1294,12
1294,9
1295,10
1296,3
1296,8
1297,14
1297,16
1297,0
1298,14
1298,12
1298,0
1299,14
1299,0
1300,15
1300,7
1300,8
1301,14
1302,14
1303,3
1303,10
1304,14
1304,17
1305,14
1306,14
1306,12
1307,14
1307,12
1308,12
1308,3
1309,1
1310,14
1311,11
1311,14
1312,13
1312,11
1312,14
1313,3
1313,10
1313,8
1314,15
1314,12
1315,14
1315,0
1316,14
1316,12
1316,9
1316,10
1317,5
1317,17
1318,5
1318,9
1318,3
1318,8
1319,12
1320,14
1320,12
1321,12
1322,12
1322,3
1323,12
1323,8
1324,15
1324,12
1325,15
1325,12
1326,12
1326,8
1327,5
1327,13
1327,10
1328,12
1328,17
1329,14
1330,1
1331,5
1331,14
1332,12
1332,8
1333,14
1333,12
1333,0
1334,12
1334,17
1335,4
1336,5
1336,12
1336,17
1337,5
1337,12
1337,8
1338,14
1339,12
1339,0
1340,12
1340,3
1340,7
1340,0
1340,8
1341,14
1342,14
1342,12
1343,14
1343,12
1344,0
1344,4
1345,12
1345,3
1345,10
1345,8
1346,13
1346,14
1346,16
1347,12
1347,0
1348,5
1348,12
1348,17
1349,15
1349,12
1349,3
1350,11
1350,14
1350,7
1351,0
1352,5
1352,13
1353,15
1353,7
1353,8
1354,14
1354,12
1355,1
1356,12
1357,3
1358,1
1359,14
1360,14
1360,16
1360,10
1361,12
1362,13
1362,11
1362,14
1362,9
1363,15
1363,12
1364,13
1364,11
1365,12
1365,0
1366,12
1366,0
1367,9
1368,15
1368,12
1368,8
1369,12
1370,15
1370,8
1371,7
1371,8
1372,14
1373,11
1373,14
1374,5
1374,10
1374,8
1375,8
1376,5
1376,15
1376,12
1377,5
1377,14
1378,10
1379,14
1379,12
1379,0
1380,5
1380,15
1380,8
1381,15
1381,12
1382,12
1382,0
1383,5
1383,12
1383,17
1384,14
1384,15
1385,13
1385,14
1385,10
1386,5
1386,15
1386,8
1387,14
1387,12
1387,0
1388,14
1388,15
1389,12
1390,14
1390,15
1390,3
1391,13
1391,11
1392,5
1392,14
1393,14
1393,0
1394,12
1395,12
1396,5
1396,11
1396,15
1396,7
1396,8
1397,12
1397,8
1398,5
1398,4
1399,5
1399,9
1399,8
1400,12
1401,5
1401,15
1401,12
1401,0
1401,8
1402,5
1402,9
1403,12
1404,14
1404,0
1405,1
1406,5
1407,5
1407,17
1408,13
1408,11
1408,16
1408,0
1409,15
1409,7
1409,8
1410,14
1410,15
1411,15
1411,12
1411,2
1411,8
1412,5
1412,10
1412,8
1413,12
1414,14
1414,12
1414,16
1415,14
1415,15
1416,14
1417,1
1417,6
1418,14
1418,0
1419,12
1419,0
1420,12
1421,14
1422,15
1422,7
1423,14
1423,0
1424,13
1424,11
1425,14
1426,14
1426,12
1427,5
1427,3
1427,10
1427,8
1428,12
1428,10
1428,6
1429,5
1429,13
1429,9
1430,14
1430,12
1431,12
1432,12
1433,14
1433,12
1434,12
1435,13
1435,14
1436,12
1437,14
1438,14
1438,12
1439,12
1440,14
1440,3
1440,10
1441,13
1441,11
1441,14
1441,10
1442,14
1442,15
1442,0
1442,8
1443,14
1443,12
1444,5
1444,13
1444,12
1444,9
1445,5
1445,10
1446,12
1446,17
1447,3
1447,10
1447,8
1448,5
1448,10
1448,8
1449,15
1449,12
1450,11
1450,14
1451,5
1451,12
1451,17
1451,6
1452,14
1452,12
1453,5
1453,14
1453,10
1454,14
1454,3
1454,8
1455,12
1456,12
1456,8
1457,5
1457,10
1457,8
1458,12
1458,0
1459,5
1459,10
1460,5
1460,7
1460,8
1461,14
1461,12
1462,5
1462,10
1462,8
1462,4
1462,6
1463,9
1464,13
1464,11
1464,14
1465,12
1465,0
1466,14
1466,16
1466,4
1467,14
1467,16
1467,0
1468,5
1468,9
1469,15
1469,12
1470,13
1470,11
1471,12
1471,0
1472,15
1472,12
1472,0
1473,12
1473,0
1474,5
1474,11
1474,14
1475,14
1476,14
1476,15
1477,12
1477,0
1478,14
1478,0
1479,5
1479,13
1479,14
1479,3
1480,12
1480,17
1481,5
1481,10
1481,8
1481,6
1482,12
1482,8
1483,13
1483,11
1483,14
1483,16
1484,5
1484,13
1485,14
1486,14
1486,9
1486,3
1487,5
1487,10
1488,5
1488,15
1488,8
1489,5
1489,11
1489,14
1490,5
1490,14
1490,15
1490,12
1491,5
1491,13
1491,10
1492,12
1493,12
1494,14
1494,12
1495,14
1495,0
1495,8
1496,12
1496,3
1496,7
1497,11
1497,14
1498,15
