movie_id,actor_id
45,589
45,1491
45,1458
45,1247
46,1204
46,861
46,1300
46,1219
46,673
46,1108
46,796
46,974
46,1904
46,1142
47,697
47,654
47,709
47,1684
47,910
47,310
47,946
47,1749
48,431
48,1090
48,1428
48,348
48,1378
48,798
48,523
48,825
48,66
48,1353
49,1293
49,996
49,1149
49,707
50,1531
50,1084
50,756
50,622
50,597
50,1537
51,1381
51,957
51,60
51,319
51,1279
51,1197
51,341
51,1278
51,720
51,1156
52,1566
52,47
52,1538
52,1993
52,581
52,1139
52,1523
52,1005
52,480
53,269
53,775
53,1243
53,1943
53,1740
53,252
53,198
53,810
53,447
53,432
53,226
54,365
54,1771
54,325
54,1570
54,1592
54,1504
54,821
55,720
55,1538
55,445
55,856
55,1844
55,1227
55,571
55,654
55,1577
56,1360
56,1811
56,1406
56,1966
57,1028
57,1096
57,1090
57,803
57,461
57,1759
57,827
57,1013
58,586
58,1691
58,1893
58,920
58,321
58,1892
58,1788
58,363
58,819
58,590
59,1699
59,684
59,1562
59,950
59,1343
59,352
59,1399
59,1858
59,201
59,785
59,1188
60,1995
60,856
60,840
60,386
60,1303
60,59
60,1267
60,459
60,283
61,164
61,1227
61,1168
61,1499
61,837
61,1936
61,46
61,665
61,1248
61,511
61,340
62,1401
62,186
62,1949
62,758
62,46
62,1521
62,1231
62,1809
62,1617
62,1339
63,1047
63,1768
63,395
63,1741
63,1870
63,330
63,937
63,755
63,1480
63,1791
63,490
64,1919
64,1459
64,1886
64,409
64,660
64,271
64,600
64,132
64,1831
64,63
65,940
65,501
65,1400
65,1235
65,908
65,495
65,1631
65,362
65,1992
65,944
66,1645
66,1237
66,1715
66,678
67,501
67,946
67,1478
67,1971
67,143
68,1396
68,1386
68,832
69,962
69,1765
69,789
69,144
69,1603
69,854
69,1961
69,532
69,1809
69,1466
69,1100
70,1463
70,48
70,898
70,984
70,1695
70,1486
70,122
70,599
70,1662
70,815
70,1696
71,744
71,818
71,1467
72,1288
72,1330
72,901
72,877
72,1612
72,254
72,212
72,298
72,1734
72,537
72,1552
73,1478
73,346
73,750
73,845
74,290
74,1869
74,497
74,1629
74,988
74,430
74,541
74,198
75,938
75,1841
75,1452
75,1006
76,1550
76,532
76,701
76,604
76,1411
76,910
77,1432
77,528
77,1163
77,563
77,1217
77,73
77,1559
77,286
77,303
77,1068
78,452
78,1802
78,759
79,1461
79,596
79,628
79,1934
79,1466
79,324
79,1162
79,1298
80,1460
80,900
80,1378
80,603
80,316
80,1523
80,1649
80,1423
80,263
80,300
81,1759
81,786
81,526
81,1304
81,466
81,57
81,1742
82,303
82,1196
82,24
82,531
82,745
82,1476
82,1041
83,831
83,976
83,1266
83,1843
83,348
83,1991
83,704
83,1318
83,319
83,1202
83,1746
84,1071
84,766
84,774
84,1772
84,1896
84,993
84,1327
84,346
85,987
85,359
85,991
85,1837
85,777
85,29
85,1369
85,1939
85,132
85,701
85,460
86,459
86,307
86,569
86,1246
86,1593
86,1492
87,1331
87,403
87,730
87,1021
88,1720
88,1528
88,1732
89,1839
89,467
89,1518
89,414
89,744
89,1360
89,67
89,816
89,1282
89,202
89,1949
90,137
90,555
90,1133
90,1969
90,1095
90,1733
90,1518
90,1101
90,1787
90,162
90,1987
91,914
91,1160
91,1070
92,524
92,1632
92,1514
92,374
92,1412
92,1917
93,467
93,1412
93,1469
93,934
93,363
93,82
94,1130
94,568
94,187
94,1521
94,389
94,1501
94,1701
95,1855
95,1849
95,271
95,1070
96,425
96,466
96,499
97,950
97,201
97,1099
97,1805
97,1600
97,104
97,653
97,1617
97,1298
97,149
98,238
98,905
98,170
98,974
98,404
98,204
98,1110
98,1207
98,440
98,1225
99,1165
99,19
99,1191
99,880
99,1763
99,1853
99,228
100,1592
100,1316
100,398
100,1206
100,1650
100,1300
100,1258
100,1547
100,934
100,1
101,1231
101,554
101,1008
101,1292
101,361
101,673
101,1038
101,989
101,1053
102,541
102,1776
102,1089
102,509
102,698
102,563
102,1388
103,632
103,1281
103,901
103,228
103,1549
103,1936
103,373
103,998
103,13
103,653
103,1829
104,963
104,1015
104,334
104,366
104,134
104,1557
104,884
104,1378
104,623
104,193
104,1895
105,701
105,1306
105,1406
105,1103
105,1684
105,374
105,396
105,1594
105,222
105,1562
106,629
106,1027
106,625
106,655
106,1569
106,1086
107,1402
107,614
107,1899
107,1248
108,663
108,320
108,393
108,1569
108,811
109,1745
109,323
109,1249
109,1356
109,321
110,970
110,1338
110,1219
110,1615
110,853
110,1596
110,1487
110,551
110,468
110,1910
110,538
111,759
111,296
111,627
111,683
111,1488
111,724
111,1698
112,921
112,630
112,871
112,1153
112,805
112,1561
112,854
112,11
113,113
113,1983
113,837
113,724
113,1322
113,1649
113,286
113,1996
113,935
114,39
114,1676
114,1442
114,414
114,427
114,1355
114,1467
115,1705
115,764
115,48
115,659
115,875
115,1619
115,783
116,1146
116,1513
116,408
116,1633
116,440
116,1264
116,1030
116,901
116,1753
116,561
116,218
117,328
117,666
117,1480
117,982
117,1928
117,1477
118,1949
118,1988
118,1938
118,94
118,1599
118,1350
118,798
118,1408
118,1965
118,1861
119,511
119,573
119,1242
119,1200
119,768
119,121
119,207
119,114
119,1309
119,701
120,756
120,897
120,1891
120,582
120,227
120,966
120,275
120,1803
120,1535
120,151
120,664
121,1688
121,310
121,1789
121,308
121,1207
121,612
121,1175
121,409
121,1150
122,502
122,671
122,1172
122,1119
122,1562
122,1353
122,533
122,1140
122,1087
122,1673
123,287
123,1581
123,1576
124,1960
124,1747
124,739
124,1853
124,1582
124,913
124,1530
124,1811
125,657
125,959
125,466
125,943
125,741
126,1387
126,1989
126,1441
126,530
126,522
126,1236
127,287
127,244
127,1315
128,811
128,1650
128,996
128,1634
128,98
128,1703
128,1082
128,123
128,1869
129,33
129,1158
129,895
129,65
129,1965
129,1032
129,1788
129,1634
130,1007
130,578
130,1177
130,683
130,1299
130,137
130,1504
130,154
130,1157
130,188
130,1995
131,1089
131,324
131,1635
131,1051
132,1175
132,1889
132,959
132,1249
133,1539
133,149
133,1571
133,1400
133,882
133,1674
134,924
134,1821
134,1803
134,1513
134,311
134,1332
134,676
134,149
134,372
134,1326
135,929
135,1080
135,1599
135,1418
135,1514
135,1679
135,1942
135,885
136,822
136,1177
136,601
137,38
137,17
137,461
137,660
137,874
137,308
137,530
137,1752
137,456
138,1090
138,937
138,1338
138,1362
138,410
138,1576
138,1682
138,1176
139,1829
139,1802
139,1464
139,1776
139,1181
139,312
139,386
139,1583
140,631
140,371
140,206
140,53
140,1092
140,1232
141,1596
141,260
141,1106
142,670
142,1782
142,645
142,1901
143,413
143,620
143,334
143,868
143,555
143,477
144,1581
144,727
144,55
144,281
144,1797
144,1840
145,252
145,1708
145,1941
145,768
145,52
145,909
145,1776
145,1523
145,1749
145,1515
146,817
146,406
146,421
146,1578
146,779
146,1208
146,1668
146,255
146,190
146,1985
147,1870
147,1184
147,1483
147,1057
147,249
147,333
147,1549
147,429
147,246
147,1926
147,1001
148,1535
148,648
148,850
148,391
148,430
148,185
148,1637
148,1038
149,522
149,1041
149,229
149,1935
149,935
149,33
149,14
149,778
149,1645
149,860
150,726
150,738
150,1936
150,634
151,889
151,1937
151,1736
151,1335
152,1436
152,172
152,1332
152,1318
152,1659
152,798
153,32
153,1948
153,1974
153,562
153,1494
153,1325
153,1837
153,662
153,92
153,288
154,363
154,1156
154,18
154,262
154,1062
154,318
155,1561
155,79
155,125
155,1221
155,1643
155,429
155,1774
155,1515
155,1353
155,600
156,1686
156,322
156,858
156,353
156,357
156,1917
156,1062
156,1976
156,310
157,747
157,1800
157,1894
157,224
157,1610
158,1018
158,417
158,626
159,1861
159,1723
159,543
159,1273
159,657
159,58
159,1604
159,52
160,1820
160,963
160,70
161,1871
161,834
161,95
161,1104
161,772
162,347
162,323
162,205
162,30
162,714
162,1837
162,456
162,188
162,859
162,135
162,230
163,951
163,850
163,1753
163,1839
163,1099
163,901
163,275
163,1754
163,1235
163,1657
164,637
164,975
164,961
165,262
165,661
165,1344
165,1105
165,748
165,1959
165,1256
166,978
166,1009
166,1533
166,1702
167,257
167,449
167,1054
167,265
167,1649
167,1929
168,1350
168,168
168,1522
168,194
168,1468
168,827
169,511
169,463
169,513
169,378
170,673
170,1455
170,1994
170,946
170,1368
170,1209
170,1064
171,1556
171,1842
171,269
171,671
171,864
171,767
171,1354
172,1531
172,1855
172,1637
173,1626
173,405
173,373
174,1299
174,69
174,1710
174,1627
174,487
175,660
175,23
175,1171
175,984
175,990
175,1756
175,704
175,384
175,1287
176,925
176,439
176,928
176,1272
176,538
176,1117
176,900
176,241
176,1525
177,1892
177,690
177,1827
177,381
177,522
177,698
177,1652
177,1785
177,998
177,1581
177,1124
178,1368
178,1753
178,701
178,1563
179,129
179,1601
179,748
179,873
179,1315
179,52
179,1975
180,193
180,465
180,1996
180,936
180,1699
181,1127
181,1459
181,605
181,258
182,628
182,926
182,893
182,1133
182,1924
182,169
182,1978
182,1775
183,373
183,814
183,1679
183,1927
183,1813
183,1046
183,399
183,290
183,1720
183,1393
183,454
184,406
184,1502
184,1524
185,1230
185,1597
185,310
185,1152
185,1761
185,1086
185,1075
185,96
185,1638
185,1091
185,742
186,1420
186,1939
186,1087
186,341
186,766
186,325
187,1300
187,1299
187,1759
187,1266
187,463
188,1107
188,1929
188,1956
188,1248
188,868
189,570
189,100
189,1964
189,1984
189,1943
189,820
190,1845
190,1068
190,1990
190,862
190,1830
190,975
190,958
190,659
190,278
191,0
191,153
191,514
191,1450
191,1138
191,1368
191,638
192,121
192,1546
192,840
192,287
193,1684
193,328
193,1565
193,1990
193,1652
193,1999
193,1947
193,496
193,801
193,1610
194,800
194,1211
194,396
194,509
194,1708
194,717
194,144
194,463
194,1972
195,287
195,1828
195,822
195,252
195,1486
195,1514
195,1199
196,421
196,908
196,291
196,1376
196,564
197,22
197,1304
197,240
197,1066
197,637
197,1073
197,210
197,1580
198,475
198,1352
198,897
198,611
198,1683
198,255
198,1108
198,1521
198,1249
198,930
199,1802
199,1544
199,1864
199,1474
200,1944
200,83
200,781
200,1716
200,1825
200,523
200,231
201,872
201,1198
201,344
201,1794
201,1453
201,1416
201,1772
201,1627
201,997
201,1553
202,1070
202,211
202,181
202,1498
202,1235
202,1965
203,494
203,1780
203,1740
203,1361
203,1012
203,1713
203,1436
203,1972
204,116
204,1306
204,215
204,1771
204,1576
204,573
204,1725
204,1482
204,1500
205,1311
205,1040
205,673
205,859
205,1365
205,1712
205,514
206,26
206,207
206,1460
206,1650
207,1199
207,1013
207,453
207,1210
207,888
207,1363
208,1599
208,1692
208,1451
208,999
209,1242
209,1062
209,1782
209,1894
209,1367
209,783
209,86
209,1232
209,220
210,1178
210,194
210,240
210,1979
211,738
211,1188
211,1377
211,1452
211,1850
211,1236
212,1471
212,1524
212,81
212,711
212,1325
212,1614
212,901
212,1745
212,943
213,76
213,1925
213,816
213,1665
213,1649
213,1286
213,1524
213,1592
213,884
213,1370
213,1859
214,1161
214,370
214,49
214,1291
214,1937
214,673
215,1885
215,844
215,1642
215,58
215,1493
215,935
215,1739
216,734
216,1676
216,1398
216,704
216,721
216,1993
216,1977
217,913
217,1605
217,97
217,664
217,938
217,1431
217,1300
218,428
218,1143
218,1578
218,1768
218,1120
219,1516
219,821
219,1542
219,713
219,1599
219,1670
219,352
219,1729
220,683
220,720
220,1262
220,1102
221,648
221,1697
221,626
221,207
221,1872
221,1478
222,640
222,1273
222,1018
222,1309
222,381
222,1549
222,783
222,414
222,542
223,718
223,690
223,1650
223,896
223,1834
223,740
223,1545
223,326
223,1964
223,345
224,228
224,388
224,1191
225,1434
225,1315
225,1147
225,606
225,1549
225,1146
225,1102
225,364
225,815
225,1266
225,1424
226,191
226,185
226,1457
226,1224
226,1873
226,1795
227,1745
227,539
227,298
227,1466
227,696
227,1091
227,724
227,812
227,272
228,212
228,1730
228,1958
228,1507
228,1668
228,1794
228,1817
228,1635
228,601
229,663
229,460
229,906
229,1691
230,1122
230,317
230,1367
230,560
230,53
230,1012
231,502
231,1792
231,462
231,901
231,1326
231,1662
232,25
232,607
232,499
232,1975
232,42
233,1716
233,898
233,848
233,1139
233,1128
233,1163
233,393
233,844
233,381
233,1736
234,1284
234,1178
234,1819
234,1847
234,792
234,1529
234,535
234,1447
234,1631
235,883
235,758
235,746
235,1843
235,1895
235,1918
235,480
236,731
236,157
236,1962
236,1419
236,275
236,658
236,1761
236,1694
236,1438
236,505
236,1629
237,197
237,1878
237,1606
237,1039
237,1450
238,642
238,214
238,1653
238,1692
238,1237
238,466
238,1474
238,713
238,1469
238,1437
238,1320
239,1681
239,458
239,952
239,551
239,1176
239,1713
239,108
239,942
239,1267
239,896
239,1018
240,132
240,1952
240,350
240,45
240,1146
240,918
240,1144
240,1331
240,117
241,976
241,1776
241,1446
241,302
241,130
241,1396
241,725
241,133
242,1166
242,516
242,1940
242,1836
242,1490
242,56
242,1461
243,882
243,1442
243,1565
243,1930
243,273
243,811
243,440
243,1355
243,925
243,634
244,676
244,476
244,1167
244,1635
244,1793
244,1040
244,1937
245,1569
245,1105
245,1395
245,1201
245,644
246,1988
246,1248
246,108
247,1203
247,245
247,1586
247,145
247,1257
247,130
247,1084
247,847
248,1500
248,398
248,509
248,1231
248,1584
249,1711
249,371
249,60
249,1329
249,1902
250,679
250,182
250,192
250,1937
251,1648
251,834
251,780
251,1426
251,971
251,283
251,1735
251,703
251,374
252,727
252,363
252,1448
252,881
252,1800
252,516
252,1023
253,533
253,822
253,410
253,464
253,719
254,695
254,925
254,1539
254,192
255,41
255,1800
255,1241
255,124
255,1140
255,121
255,1398
256,345
256,3
256,1973
256,1083
257,669
257,787
257,627
258,1759
258,142
258,1957
258,353
258,386
258,1303
258,1271
258,1020
259,447
259,1998
259,707
259,198
259,1786
259,1399
259,1869
259,316
259,1228
259,766
259,1175
260,1446
260,1732
260,1801
260,1581
260,363
260,1039
260,304
260,1667
260,1677
260,911
261,1915
261,1100
261,1819
262,1653
262,1913
262,638
262,1914
263,714
263,1398
263,369
263,1208
264,1843
264,204
264,1019
264,395
264,1235
265,1920
265,931
265,1901
265,1348
265,1122
265,1703
265,796
265,1605
266,1369
266,1135
266,134
266,692
267,289
267,490
267,1966
267,1674
267,1005
267,385
267,1626
267,827
268,120
268,1877
268,1886
268,983
268,1660
268,1727
268,1863
268,1350
269,1736
269,1064
269,186
269,1358
270,1867
270,1079
270,1153
270,1177
270,1438
270,1089
270,1068
270,807
271,1317
271,411
271,578
271,656
271,277
271,917
271,1563
271,405
271,599
271,1933
271,1282
272,891
272,772
272,168
272,1004
272,48
272,1006
272,213
272,658
272,1149
273,626
273,1019
273,1610
273,1578
273,588
273,1400
273,1431
273,112
273,1080
274,385
274,1939
274,182
275,355
275,1312
275,642
275,1513
275,98
275,1094
275,57
275,96
275,1979
275,620
275,788
276,1974
276,1101
276,107
276,1687
276,1690
276,1401
276,1789
276,888
277,1073
277,1739
277,365
277,1041
277,759
277,1394
277,1431
277,91
277,1865
277,439
277,202
278,1827
278,453
278,1459
278,655
278,149
279,1014
279,423
279,1169
279,1311
279,1255
279,31
280,421
280,1843
280,1411
280,238
280,1892
280,594
280,9
280,1852
280,492
281,362
281,798
281,1692
281,467
281,761
281,1879
281,1715
281,823
282,290
282,1226
282,504
282,1273
282,1369
283,1393
283,1168
283,1454
283,1768
283,1847
283,1282
283,634
283,419
283,1925
284,838
284,1413
284,20
284,851
284,1686
284,847
284,772
285,1672
285,1595
285,999
285,519
285,1229
285,21
286,85
286,1425
286,1571
286,919
286,263
286,1357
286,1412
286,456
286,144
287,236
287,325
287,1847
287,1620
288,375
288,1099
288,670
288,342
289,1956
289,1394
289,1464
289,1905
289,1423
289,815
289,583
290,583
290,1752
290,1167
290,535
290,222
290,1558
290,244
291,1946
291,177
291,1136
291,1733
291,1019
291,411
292,73
292,960
292,980
292,223
292,228
292,468
292,77
292,1706
292,794
292,377
292,171
293,495
293,892
293,1260
293,759
294,905
294,1222
294,1575
294,84
294,1357
295,1570
295,1995
295,387
295,1573
295,430
295,1484
295,651
295,89
295,1164
295,29
295,1942
296,1760
296,1946
296,513
296,1887
296,359
296,717
296,946
296,410
297,801
297,778
297,313
298,1035
298,130
298,461
298,376
298,1284
298,398
298,687
299,51
299,1784
299,902
299,142
299,1727
299,503
299,1232
299,1082
299,589
299,1140
300,1120
300,1974
300,650
300,116
300,228
301,839
301,1060
301,1094
301,35
302,1482
302,1910
302,658
302,758
302,78
303,1401
303,478
303,12
303,780
304,1666
304,793
304,1574
305,1755
305,459
305,1560
305,1286
306,151
306,40
306,1328
306,1687
306,1865
306,975
306,1919
306,1170
306,1320
306,790
306,578
307,920
307,1864
307,1532
307,486
307,1398
307,1004
307,1254
307,512
307,706
308,981
308,1882
308,1840
308,313
308,930
308,1098
308,1801
308,737
308,458
308,295
309,1972
309,1981
309,795
309,526
309,1806
310,1515
310,42
310,884
310,1649
310,614
310,294
310,87
310,941
311,1744
311,464
311,823
311,256
311,1720
311,1283
311,722
311,426
311,1928
311,831
311,862
312,943
312,1502
312,926
312,909
312,1950
312,795
312,949
312,744
312,691
313,272
313,1481
313,1085
313,421
313,503
313,444
313,1459
313,391
313,1164
314,1843
314,948
314,1122
314,1766
314,1564
314,1622
314,836
314,767
315,437
315,804
315,289
315,963
315,222
315,1111
315,1335
316,1852
316,1705
316,1957
316,1586
316,1781
316,1277
316,844
317,444
317,691
317,1129
317,1822
317,320
317,1350
318,884
318,369
318,1931
318,907
318,48
318,1421
318,422
318,790
318,1162
318,1366
318,352
319,1313
319,823
319,1177
319,1601
319,1640
320,842
320,648
320,959
320,503
320,1777
321,1561
321,1907
321,996
321,647
321,1250
322,1505
322,1286
322,1793
322,72
322,1384
322,198
322,1611
322,133
322,175
322,43
322,17
323,678
323,1746
323,184
324,415
324,1522
324,308
324,1961
324,436
324,629
324,1721
324,135
325,1194
325,1852
325,1696
325,914
325,972
325,693
325,1440
325,358
326,207
326,1643
326,1150
326,327
326,1844
326,1803
326,311
327,242
327,1090
327,1864
327,1266
327,839
327,324
327,1150
327,1131
327,1287
328,1413
328,1736
328,1850
328,510
328,1999
328,232
328,1359
329,1862
329,911
329,198
329,1547
329,80
330,968
330,776
330,976
330,349
330,1571
330,40
330,1200
330,1409
330,1675
331,1197
331,1171
331,372
331,916
331,1830
331,40
331,1987
331,1007
331,1938
331,1375
332,1813
332,695
332,174
332,1815
332,757
332,141
332,362
332,276
333,1387
333,806
333,1877
333,306
333,227
333,1914
333,1619
334,1969
334,1298
334,656
334,598
334,1456
334,1623
335,726
335,1234
335,1637
335,1013
336,346
336,747
336,1743
336,517
336,393
336,1051
336,573
336,1065
336,1851
337,1002
337,652
337,1855
338,1329
338,489
338,1434
339,919
339,886
339,691
339,82
339,558
339,1535
339,1555
340,1350
340,164
340,681
340,1129
340,64
340,267
340,1785
340,1897
340,1278
340,21
341,619
341,779
341,408
342,778
342,795
342,73
342,1423
342,1376
342,553
342,1427
342,768
342,687
342,751
343,1748
343,1605
343,869
343,833
343,1448
343,700
343,271
343,1931
343,709
343,1472
343,535
344,1001
344,576
344,546
344,170
344,1870
344,921
345,1649
345,1364
345,1870
345,652
346,1834
346,232
346,47
346,1660
346,263
346,1651
346,1560
346,219
346,497
346,152
346,362
347,315
347,1171
347,1641
347,485
348,1768
348,154
348,19
348,1480
349,1782
349,1861
349,1264
349,144
349,319
349,1193
349,1282
349,1977
350,1292
350,1788
350,677
350,1609
350,1361
350,216
350,1254
350,249
350,115
350,1442
351,1880
351,1527
351,1897
351,166
351,380
351,187
352,7
352,886
352,1621
352,1404
353,102
353,1468
353,162
353,792
353,656
353,1280
354,974
354,1674
354,404
354,1450
354,1014
354,1239
355,960
355,589
355,1498
355,1384
355,1212
356,906
356,378
356,1039
357,360
357,1995
357,404
357,539
358,1178
358,1992
358,387
358,1433
358,253
358,1439
358,1559
358,155
358,385
358,383
358,1737
359,332
359,808
359,1301
359,1712
359,1213
359,607
360,1037
360,1311
360,584
360,446
360,873
360,513
360,1688
360,706
360,1506
361,14
361,1341
361,1823
361,1982
361,1399
361,515
361,576
361,1544
361,330
361,132
361,126
362,704
362,1848
362,1501
362,123
362,1269
362,1547
362,1674
362,880
362,163
362,1380
363,24
363,1524
363,1381
363,180
363,652
363,1204
363,1579
363,1876
363,1872
363,740
364,1165
364,537
364,1489
364,1719
365,733
365,1520
365,1660
365,983
365,758
365,1023
365,614
365,1563
365,1001
365,641
366,467
366,1202
366,349
366,87
366,1414
366,722
367,1802
367,945
367,664
367,1891
367,1630
367,1733
367,1935
367,1991
367,825
367,949
368,926
368,312
368,290
368,1511
368,1537
368,789
368,859
368,1944
368,50
368,1788
369,781
369,1782
369,1294
369,305
369,818
369,748
369,28
369,889
370,309
370,1214
370,1937
370,376
370,444
371,801
371,967
371,306
372,405
372,44
372,1018
372,803
372,324
372,621
372,1699
372,1956
373,568
373,466
373,389
373,996
373,1242
373,1482
373,1022
373,886
373,891
373,1940
373,1744
374,1984
374,1363
374,122
374,723
374,1969
374,217
374,137
374,1951
374,662
374,1445
375,289
375,481
375,1062
375,1931
375,1012
375,1645
375,443
376,26
376,1959
376,630
376,1293
376,324
376,693
376,1291
376,636
376,1400
376,1266
377,1226
377,265
377,1084
377,577
378,1652
378,1410
378,1769
378,262
378,756
378,1157
378,1987
378,969
379,915
379,757
379,854
380,1934
380,668
380,1409
380,478
380,1863
380,1785
381,1298
381,1875
381,1846
381,1991
381,975
381,1611
381,574
381,1136
382,1430
382,398
382,1847
382,260
382,1977
382,659
382,1600
382,1295
383,1450
383,1214
383,1248
383,485
383,1665
383,1678
384,1153
384,962
384,1823
384,39
384,641
384,1046
384,1803
384,195
384,786
384,1536
385,166
385,1083
385,1005
385,947
385,1234
385,1844
385,1824
385,1939
386,137
386,920
386,797
386,1592
386,395
386,1620
386,1576
387,745
387,1736
387,1592
387,120
387,970
388,1296
388,6
388,670
388,729
388,1689
388,1271
389,299
389,1604
389,558
389,1959
389,655
389,992
389,643
389,1238
389,1808
389,1098
389,409
390,1961
390,1891
390,1223
390,1239
390,246
390,605
391,1506
391,1812
391,399
392,578
392,508
392,1619
392,770
392,866
392,1434
392,1676
392,1746
392,22
392,610
392,534
393,606
393,51
393,59
393,1334
393,1318
394,161
394,754
394,952
394,1588
394,1863
394,302
394,914
394,1281
394,782
395,1216
395,909
395,1553
395,643
395,220
396,933
396,565
396,405
396,1446
396,1242
396,928
396,583
397,661
397,1958
397,34
397,253
397,107
398,1131
398,977
398,755
398,290
398,645
398,1703
398,1475
398,768
399,1287
399,889
399,1323
400,364
400,668
400,1255
400,1712
400,1557
400,70
400,1318
400,579
400,663
401,1808
401,1047
401,114
402,1017
402,130
402,1898
402,139
402,286
403,1070
403,334
403,1925
403,1461
404,1545
404,737
404,1991
404,731
405,845
405,703
405,1537
405,142
406,1116
406,127
406,1074
406,852
406,1314
406,1617
406,810
406,1422
406,317
407,1667
407,424
407,918
407,325
408,465
408,490
408,115
408,1320
408,1399
408,1142
408,49
409,980
409,86
409,448
409,1553
409,476
409,1945
410,1025
410,654
410,661
410,793
410,1548
411,39
411,1044
411,1567
411,593
411,1008
411,48
411,1371
411,1463
411,1427
412,139
412,82
412,409
412,1207
412,73
412,427
412,470
412,1193
412,1006
412,14
412,715
413,1191
413,1805
413,753
413,1042
414,813
414,435
414,311
414,1098
414,15
415,544
415,1139
415,766
415,1046
415,795
415,327
415,1709
416,685
416,400
416,669
416,1838
416,533
416,804
416,244
417,924
417,59
417,912
417,1235
417,1981
417,1334
417,1375
418,419
418,378
418,230
418,85
418,793
418,1647
418,218
418,1521
418,1910
419,409
419,1555
419,1167
419,1506
419,1530
419,611
420,1815
420,1214
420,1674
420,621
420,739
420,949
421,1160
421,1823
421,1811
421,1727
421,516
421,444
422,634
422,25
422,443
423,1762
423,683
423,422
423,1023
423,1939
424,1474
424,670
424,937
424,800
424,1232
424,1543
424,338
424,1885
424,1006
425,1222
425,584
425,1628
425,1366
425,1755
425,1920
425,508
425,159
425,1262
425,219
425,1811
426,1268
426,102
426,1755
427,1904
427,0
427,621
427,911
427,781
427,1492
427,1163
428,199
428,109
428,753
428,440
428,1322
429,1519
429,1794
429,763
429,155
429,573
429,855
429,1338
429,45
429,609
430,1840
430,245
430,618
431,935
431,1904
431,1909
431,1817
431,1639
431,1873
431,419
432,1802
432,1906
432,1908
433,29
433,230
433,176
433,1484
433,480
434,559
434,553
434,46
434,1439
434,1153
434,982
434,129
434,1497
434,1416
434,313
434,441
435,1388
435,772
435,61
435,76
435,1018
435,885
435,1700
435,953
435,844
436,1181
436,1837
436,90
437,1964
437,1576
437,1794
437,575
438,1472
438,981
438,415
438,1642
438,547
438,49
438,1374
439,480
439,1412
439,917
439,1659
439,3
439,1331
440,1144
440,1949
440,1439
440,1000
440,1621
440,474
440,1465
440,1737
440,1520
441,745
441,181
441,1224
441,752
441,934
441,1680
441,967
442,764
442,1348
442,1846
442,760
442,1487
443,298
443,656
443,1505
443,1309
443,710
443,833
443,356
443,1188
