actor_id,character_id
13,2541
13,3101
13,3227
13,2161
13,1094
13,1267
13,2465
13,2083
13,3042
13,405
13,504
13,1113
13,826
13,2685
13,2800
13,2066
13,2021
13,2151
13,8
13,399
14,3019
14,1736
14,2254
14,2425
14,0
14,3114
14,1712
14,2310
14,1361
14,1632
14,2937
14,2180
14,182
14,728
14,813
14,1948
14,2692
14,3206
14,141
14,524
14,942
14,1395
14,1525
14,77
14,322
14,1628
14,1785
14,2809
14,2869
14,783
14,1535
14,1660
14,2585
14,2709
14,10
14,1686
14,1722
14,1890
14,3214
15,3081
15,1051
15,1747
15,1043
15,325
15,387
15,661
15,1298
15,798
15,2805
15,471
15,2139
15,2594
15,2685
15,2884
15,1684
15,1843
15,2480
15,3120
16,5
16,2116
16,2585
16,7
16,1038
16,2989
16,1995
16,2951
16,784
16,914
16,962
16,2292
16,732
16,2243
16,3047
16,24
16,3219
16,133
16,708
16,2253
16,2953
16,612
16,1878
17,1828
17,2682
17,908
17,2178
17,326
17,2201
17,2468
17,537
17,1684
17,2217
17,170
17,1433
17,1071
17,1335
17,1641
17,2356
17,2835
17,381
17,2075
17,714
17,1070
17,2392
17,834
17,1344
17,2613
17,494
17,852
17,169
18,3209
18,1123
18,832
18,2091
18,2915
18,843
18,1730
18,1441
18,2421
18,720
18,2628
18,598
18,2487
18,1716
18,761
18,2027
18,43
18,60
18,1495
18,1650
18,2460
18,89
18,1252
18,782
18,3094
19,628
19,1422
19,180
19,1187
19,2038
19,2680
19,1751
19,2333
19,3091
19,2253
19,2749
19,598
19,289
19,1974
19,2559
19,1692
19,2522
19,325
20,3145
20,389
20,185
20,1812
20,3125
20,56
20,986
20,1991
20,2042
20,3133
20,2308
20,177
20,399
20,925
20,397
20,1058
20,1522
20,2935
20,1312
20,2762
20,1916
20,2630
21,1601
21,2508
21,305
21,44
21,2181
21,1985
21,2853
21,282
21,85
21,2328
21,496
21,1527
21,1653
21,2429
21,555
21,1350
21,2075
21,1745
21,2709
21,165
21,424
21,248
21,317
21,733
21,3200
22,1615
22,544
22,156
22,715
22,1463
22,2120
22,483
22,824
22,927
22,1706
22,2894
22,591
22,3218
22,1162
22,2318
22,533
22,2738
22,2904
22,2607
22,709
22,2521
22,2968
22,373
23,1543
23,2693
23,1868
23,828
23,1390
23,2284
23,1041
23,1234
23,4
23,1520
23,1864
23,2381
23,2382
23,81
23,423
23,466
23,1115
23,2134
23,1391
23,811
23,2009
23,2657
23,1236
24,2026
24,2666
24,164
24,767
24,2033
24,404
24,1782
24,394
24,1529
24,1024
24,1706
24,2719
24,2955
24,3224
24,436
24,1441
24,1453
24,2809
24,559
24,1291
24,2841
24,818
24,2567
24,418
24,903
24,1993
24,2187
24,2293
24,1094
25,703
25,2514
25,1287
25,1680
25,970
25,1232
25,2940
25,2428
25,2844
25,1118
25,2810
25,2376
25,2765
25,648
25,1755
25,1861
25,2353
25,1472
26,1463
26,629
26,2195
26,476
26,1536
26,957
26,1113
26,2153
26,341
26,735
26,1553
26,649
26,2386
26,545
26,1272
26,1288
26,874
26,1402
26,553
26,2850
26,3024
26,1181
27,301
27,1178
27,2955
27,2502
27,207
27,1403
27,2469
27,1413
27,1821
27,1851
27,215
27,2145
27,1000
27,628
27,17
27,1259
27,2918
27,1275
27,1622
27,2601
27,570
27,981
27,72
27,1883
27,1885
27,2113
28,2617
28,1535
28,2711
28,2155
28,2415
28,2846
28,3009
28,1824
28,2873
28,2152
28,1294
28,3015
28,1093
28,1402
28,2688
28,124
28,1207
28,1840
28,941
28,1072
28,2019
28,281
28,809
28,974
28,2121
28,864
28,1835
28,2921
29,1454
29,1019
29,10
29,1184
29,1071
29,944
29,1340
29,1880
29,458
29,1821
29,253
29,722
29,1567
29,1760
29,2090
29,1278
29,2752
29,2466
29,82
29,815
29,1874
30,2821
30,1165
30,1568
30,1623
30,1793
30,3017
30,2371
30,2607
30,280
30,499
30,590
30,2992
30,293
30,1967
30,209
30,1371
30,510
30,1220
30,2994
30,1016
30,1083
30,2718
30,3242
31,1364
31,2775
31,1361
31,2140
31,1887
31,2709
31,786
31,726
31,1598
31,152
31,876
31,775
31,1076
31,1852
31,2948
31,2363
31,2842
31,64
31,2800
31,2945
31,332
31,1763
31,2633
31,3147
32,623
32,659
32,3025
32,3080
32,2819
32,417
32,1384
32,1843
32,2257
32,644
32,2431
32,377
32,161
32,680
32,1232
32,2825
32,3054
32,172
32,419
32,2765
32,511
32,744
32,1388
32,1862
33,1311
33,928
33,279
33,1160
33,1646
33,2825
33,1451
33,182
33,538
33,1416
33,1512
33,1917
33,2747
33,3012
33,3138
33,2807
33,9
33,3128
33,472
33,2437
33,2505
33,1056
33,1710
33,212
33,934
33,2416
33,728
33,999
33,110
34,585
34,1419
34,1984
34,2592
34,351
34,416
34,2899
34,2999
34,1263
34,1013
34,2088
34,2387
34,1812
34,3214
34,293
34,346
34,739
34,3167
34,1903
34,2121
34,2035
34,807
34,957
34,2492
34,444
34,1006
34,2561
35,2405
35,2808
35,562
35,1288
35,1554
35,205
35,517
35,3230
35,586
35,969
35,2221
35,2410
35,1386
35,1522
35,306
35,542
35,2615
35,483
35,213
35,502
35,1124
35,732
35,3025
36,1109
36,2282
36,2365
36,1702
36,156
36,1815
36,1206
36,2751
36,1380
36,1115
36,2988
36,1485
36,2067
36,3199
36,1883
36,2679
36,1114
37,1976
37,2654
37,905
37,2052
37,2146
37,2455
37,1238
37,1353
37,1812
37,836
37,1247
37,1483
37,2833
37,531
37,1334
37,845
37,2087
37,1647
37,2779
37,2879
37,437
37,945
37,2011
38,546
38,1100
38,555
38,113
38,2780
38,838
38,2173
38,2951
38,3200
38,36
38,1113
38,2322
38,608
38,711
38,1218
38,2512
38,493
38,2626
38,1680
38,2150
38,2525
38,3003
38,677
38,789
39,2551
39,1920
39,1219
39,2609
39,1950
39,2076
39,993
39,649
39,764
39,2977
39,3211
39,1286
39,2080
39,2240
39,2476
39,533
39,2745
39,3004
39,2195
39,2662
39,70
40,426
40,1526
40,1034
40,1602
40,119
40,578
40,627
40,755
40,1426
40,1715
40,2647
40,344
40,2105
40,1857
40,3185
40,1043
40,1814
40,2495
40,710
40,1894
40,2680
40,305
40,2753
40,1433
40,478
40,842
40,2390
40,3227
40,171
41,2128
41,504
41,1575
41,503
41,531
41,614
41,2158
41,2637
41,1591
41,586
41,225
41,1699
41,2425
41,3243
41,655
41,3222
41,1263
41,1380
41,1542
42,713
42,1085
42,112
42,466
42,586
42,1192
42,2042
42,410
42,631
42,1414
42,2054
42,1302
42,471
42,1518
42,3073
42,261
42,2070
42,538
42,555
42,1097
42,1193
42,1395
42,2742
42,417
42,1445
42,1634
42,154
43,3237
43,2266
43,2410
43,1632
43,1416
43,2091
43,2581
43,2131
43,2726
43,1612
43,1821
43,2798
43,286
43,2203
43,931
43,2078
43,3037
43,1970
43,2708
43,3098
43,447
43,1327
43,3157
44,2925
44,909
44,855
44,1595
44,3128
44,1708
44,2573
44,817
44,913
44,943
44,2595
44,3075
44,31
44,2515
44,1637
44,764
44,362
44,1429
44,1742
44,2664
44,3012
44,1321
45,1498
45,2419
45,2034
45,396
45,704
45,1612
45,517
45,1370
45,2254
45,1855
45,2583
45,873
45,1107
45,2806
45,593
45,1182
45,497
45,2710
46,3059
46,1919
46,13
46,1344
46,2089
46,2630
46,224
46,311
46,2384
46,1392
46,1904
46,2547
46,2380
46,289
46,444
46,1059
46,540
46,1935
46,1994
46,2408
46,2466
46,60
46,1657
46,498
46,2862
46,2607
47,895
47,1968
47,398
47,454
47,2430
47,3141
47,1692
47,2073
47,2111
47,3117
47,2294
47,3199
47,2025
47,2438
47,662
47,784
47,2835
47,235
47,2888
47,977
47,931
47,1742
47,1932
47,2184
47,1716
48,3122
48,2993
48,746
48,984
48,1233
48,447
48,657
48,1957
48,3106
48,1984
48,2251
48,403
48,1980
48,2852
48,13
48,175
48,1164
48,1283
48,511
48,1209
48,1757
48,2874
48,1814
48,1025
48,780
48,1371
48,3013
49,2590
49,1956
49,45
49,136
49,716
49,234
49,1928
49,571
49,1252
49,2622
49,791
49,989
49,1089
49,2233
49,2662
49,358
49,2090
49,1795
49,2853
49,1426
49,1857
49,2498
49,2506
49,2576
49,542
49,729
49,911
49,2510
49,1265
49,1652
50,2191
50,721
50,518
50,1047
50,2730
50,1996
50,2563
50,1690
50,1752
50,1855
50,3034
50,136
50,2180
50,2662
50,1675
50,2127
50,1578
50,590
50,2220
50,3043
50,1360
50,2097
50,2221
51,914
51,1384
51,2739
51,1856
51,2298
51,3019
51,160
51,1393
51,3225
51,936
51,1038
51,2764
51,2645
51,2768
51,3161
51,1036
52,2331
52,2465
52,1482
52,1893
52,3012
52,3169
52,374
52,832
52,2905
52,30
52,1155
52,1657
52,1276
52,2161
52,2227
52,1848
52,141
52,2451
52,2899
52,3245
52,197
52,1216
52,410
52,913
52,2436
52,1892
52,3102
52,4
53,404
53,817
53,1345
53,1929
53,2880
53,662
53,2809
53,3167
53,281
53,1686
53,2324
53,2440
53,412
53,2819
53,387
53,489
53,1313
53,1976
53,1526
53,2112
53,2847
53,1933
53,2896
53,797
53,1368
53,2861
53,2985
54,2175
54,2238
54,460
54,2759
54,37
54,654
54,631
54,767
54,3185
54,1091
54,1332
54,1566
54,2831
54,487
54,2797
54,30
54,2993
54,504
54,2925
54,1594
54,177
55,3034
55,15
55,1710
55,2297
55,372
55,496
55,2800
55,512
55,1564
55,2303
55,2764
55,2966
55,1031
55,2575
55,2975
55,3141
55,1743
55,2278
55,2669
55,1506
55,1608
55,692
55,471
55,2589
55,743
55,2716
55,147
56,955
56,203
56,1147
56,53
56,2579
56,2940
56,2998
56,2458
56,151
56,2012
56,2197
56,2885
56,2413
56,1295
56,936
56,1362
56,1671
56,2602
56,2628
56,2849
56,2913
56,2455
56,3091
56,2655
56,2384
56,2840
57,138
57,763
57,169
57,920
57,2023
57,2547
57,3066
57,131
57,885
57,1528
57,1782
57,1211
57,1778
57,2772
57,1031
57,1646
57,824
57,1430
57,2872
57,2825
58,3138
58,969
58,2437
58,2691
58,580
58,1665
58,2141
58,2887
58,638
58,2535
58,1855
58,2682
58,1035
58,916
58,157
58,1840
59,2168
59,632
59,2178
59,2751
59,1090
59,1098
59,2402
59,228
59,3196
59,2055
59,223
59,274
59,1139
59,1928
59,2074
59,2103
59,2488
59,1202
59,829
59,2997
59,1101
59,1849
59,271
59,358
59,758
59,1216
59,1718
59,3129
60,2838
60,1206
60,519
60,1043
60,1369
60,2260
60,2276
60,2471
60,2997
60,586
60,1755
60,2702
60,1756
60,1937
60,2725
60,1561
60,1838
60,189
60,1396
60,2025
60,2530
60,1872
60,2251
60,779
60,890
60,2402
60,2611
60,164
60,1070
60,2168
61,25
61,1256
61,1871
61,2483
61,1429
61,1454
61,2652
61,1814
61,2153
61,759
61,2007
61,2886
61,580
61,1776
61,2400
61,27
61,271
61,642
61,1729
61,2066
61,2142
61,1029
61,3061
61,586
61,2605
61,3246
61,112
61,2003
61,2543
61,2773
61,571
61,3037
62,880
62,2942
62,484
62,717
62,1278
62,1596
62,1539
62,2126
62,252
62,1444
62,580
62,608
62,2331
62,455
62,615
62,1974
62,2749
62,409
62,658
62,1220
62,1331
62,1092
62,3017
62,5
62,1669
62,97
62,746
63,1507
63,275
63,0
63,235
63,3087
63,1001
63,1815
63,731
63,1049
63,2247
63,2931
63,1281
63,923
63,2455
63,2633
63,420
63,698
63,2645
63,938
63,1651
63,2360
63,2966
63,2249
63,2385
63,3115
64,2427
64,1732
64,924
64,1229
64,2246
64,2612
64,323
64,736
64,2992
64,1975
64,2117
64,2403
64,3026
64,1661
64,3089
64,753
64,1006
64,1687
64,428
64,2194
64,2215
64,1083
64,777
65,286
65,964
65,556
65,1999
65,1797
65,2728
65,353
65,562
65,1984
65,2858
65,217
65,2086
65,3131
65,2580
65,975
65,1323
65,3222
66,2559
66,926
66,417
66,128
66,1996
66,3058
66,1443
66,2175
66,183
66,325
66,1715
66,2813
66,536
66,2577
66,1177
66,1517
66,1868
66,114
66,1197
66,1243
66,616
66,1291
66,2085
66,93
66,2728
66,345
66,1369
66,1785
66,2898
67,2340
67,1875
67,1304
67,1791
67,3139
67,789
67,2484
67,103
67,654
67,1966
67,1454
67,2739
67,3132
67,536
67,1299
67,2201
67,2699
67,684
67,947
67,2445
67,2735
67,2520
67,1475
67,1852
68,116
68,2069
68,107
68,3177
68,497
68,2944
68,3242
68,972
68,1301
68,2971
68,118
68,1339
68,193
68,2183
68,1506
68,2243
68,543
68,1380
68,1392
68,802
68,859
68,2411
68,2545
68,1185
68,2019
68,3116
69,1241
69,1025
69,1925
69,3146
69,1005
69,44
69,3212
69,781
69,1059
69,1154
69,390
69,1973
69,2873
69,3231
69,60
69,1530
70,1488
70,1477
70,34
70,1834
70,3148
70,1796
70,1877
70,1515
70,2330
70,2028
70,2725
70,2336
70,988
70,3095
70,1750
70,2492
70,768
70,2043
70,2360
70,1154
70,2868
71,517
71,1758
71,2159
71,2527
71,2766
71,1653
71,1798
71,1550
71,1784
71,650
71,1419
71,1874
71,2677
71,2644
71,2186
71,3028
71,2422
72,2558
72,888
72,1846
72,671
72,2714
72,1137
72,3193
72,111
72,1029
72,2573
72,2605
72,2983
72,2265
72,2548
73,2976
73,1613
73,1332
73,3109
73,1323
73,2336
73,340
73,2316
73,1126
73,1167
73,1828
73,2398
73,1733
73,2177
73,2975
73,228
73,2063
73,2612
73,2888
73,3014
73,1860
73,2562
73,2577
73,3188
73,3210
73,193
74,529
74,636
74,745
74,1665
74,2254
74,1401
74,2744
74,3039
74,2375
74,430
74,1626
74,3182
74,17
74,3044
74,453
74,1346
74,2417
74,2071
74,1301
74,1789
74,2926
74,1093
74,1103
74,2569
74,2878
74,471
75,995
75,293
75,1164
75,1259
75,1943
75,2796
75,1192
75,2420
75,2969
75,2754
75,1110
75,1273
75,1588
75,1045
75,50
75,96
75,1477
75,2176
75,1147
75,1155
75,2322
75,2173
75,3085
76,2120
76,27
76,579
76,41
76,150
76,1179
76,266
76,1803
76,2528
76,2989
76,190
76,1172
76,1430
76,2817
76,3052
76,2922
76,2608
76,2993
76,3189
76,503
76,1133
76,1569
76,2609
76,181
76,284
76,2128
76,2666
76,57
77,892
77,2833
77,608
77,2623
77,2601
77,75
77,1561
77,930
77,2434
77,56
77,1820
77,1241
77,1390
77,259
77,328
77,2789
77,273
77,2823
77,3219
77,1264
77,2506
78,2995
78,2781
78,1072
78,2918
78,2938
78,901
78,2021
78,2685
78,3110
78,556
78,2120
78,638
78,2488
78,207
78,1016
78,373
78,494
78,624
78,804
78,1284
79,2520
79,17
79,1136
79,1321
79,463
79,1882
79,2849
79,90
79,352
79,2961
79,2936
79,786
79,966
79,1170
79,2602
79,625
79,2994
79,1615
79,965
79,1123
79,3146
79,3238
80,814
80,939
80,1968
80,2152
80,2819
80,3168
80,909
80,1701
80,2028
80,1512
80,1397
80,1501
80,2332
80,3140
80,185
80,425
80,1571
80,2300
80,2921
80,2709
80,2871
80,904
80,2642
80,3078
81,1689
81,1847
81,70
81,155
81,238
81,382
81,212
81,1257
81,2352
81,2744
81,106
81,3002
81,211
81,288
81,2177
81,1528
81,2683
81,2135
81,2767
81,3080
82,1612
82,1196
82,478
82,1092
82,697
82,935
82,1479
82,1931
82,288
82,2594
82,1140
82,304
82,818
82,705
82,2221
82,2530
82,1216
82,174
82,2351
82,600
82,2603
82,742
82,1452
82,3087
82,1654
82,2281
83,1163
83,2434
83,1138
83,1385
83,2435
83,2104
83,3164
83,2201
83,394
83,1375
83,995
83,1888
83,1042
83,2858
83,305
83,672
83,1094
83,2484
83,1859
83,2829
83,1214
83,996
83,1032
83,515
84,334
84,923
84,1842
84,104
84,353
84,385
84,1317
84,122
84,2078
84,1867
84,503
84,1939
84,1289
84,2049
84,2925
84,387
84,966
84,1375
84,853
84,2842
84,1177
84,2947
85,1002
85,3015
85,165
85,769
85,1277
85,278
85,945
85,1296
85,1470
85,2102
85,1216
85,668
85,1266
85,1555
85,2638
85,3013
85,1050
85,1998
85,1785
85,2611
85,20
85,632
85,2374
85,1104
85,1721
85,2141
85,2761
85,1505
85,2171
86,2482
86,2863
86,608
86,1065
86,1925
86,492
86,596
86,472
86,1445
86,861
86,2150
86,1152
86,1223
86,500
86,2426
86,969
86,173
86,624
86,2604
86,2656
87,1891
87,627
87,3172
87,473
87,1929
87,490
87,547
87,1456
87,1565
87,725
87,1309
87,2480
87,2441
87,1027
87,620
87,883
87,1547
87,640
87,359
87,2063
88,2693
88,778
88,17
88,767
88,1478
88,505
88,1254
88,1799
88,2311
88,2958
88,1013
88,293
88,2485
88,2780
88,550
88,2217
88,2303
88,700
88,1462
88,773
88,942
88,1357
88,3033
88,182
89,1064
89,86
89,1641
89,902
89,1789
89,508
89,2001
89,1492
89,1439
89,2620
89,646
89,2942
89,2191
89,2555
89,1673
89,619
89,1786
89,2724
89,1763
89,206
89,2671
89,1729
89,1882
89,2527
89,2596
90,256
90,36
90,771
90,1683
90,1844
90,451
90,797
90,2088
90,1430
90,1229
90,2175
90,2668
90,373
90,957
90,1667
90,72
90,3241
90,2259
90,48
90,246
90,2162
90,2318
90,2061
90,45
91,2583
91,1113
91,1015
91,1445
91,2267
91,1607
91,3131
91,2503
91,1572
91,2379
91,3118
91,1773
91,2523
91,1885
91,762
91,1619
91,1718
91,2524
91,2921
91,2515
91,1190
91,1848
92,479
92,1720
92,818
92,1455
92,1682
92,1844
92,2975
92,1122
92,2115
92,2174
92,2805
92,2910
92,662
92,2750
92,3075
92,745
92,1557
92,1083
92,1358
92,609
92,2338
92,970
92,2473
92,343
92,642
92,3133
92,3198
92,2239
93,743
93,3078
93,2740
93,3098
93,2518
93,2852
93,1998
93,1331
93,3174
93,1033
93,1566
93,510
93,1038
93,2250
93,2668
93,1941
93,808
93,2000
93,304
93,1170
93,1159
93,2191
93,2558
94,390
94,2274
94,2350
94,954
94,2289
94,718
94,2450
94,613
94,2216
94,2445
94,2842
94,1531
94,2194
94,354
94,2837
94,756
94,934
94,2163
94,1482
94,1642
94,1976
94,2423
94,2550
94,719
94,1695
94,2987
94,3035
94,18
94,431
95,3178
95,744
95,2190
95,235
95,650
95,2674
95,2701
95,250
95,550
95,1703
95,2537
95,610
95,687
95,3031
95,1818
95,2743
95,1986
95,2434
95,928
95,2862
95,3152
95,183
95,2439
95,1251
95,1310
96,695
96,548
96,1989
96,3044
96,1237
96,2366
96,959
96,1227
96,1335
96,2993
96,2353
96,1690
96,2315
96,206
96,2094
96,569
96,820
96,1423
96,2282
96,1959
96,823
97,1867
97,1151
97,2363
97,2625
97,500
97,1487
97,1906
97,3247
97,1002
97,3093
97,89
97,2354
97,501
97,755
97,3109
97,543
97,1686
97,1823
97,11
97,954
97,1897
97,687
97,268
97,521
97,1011
98,1980
98,1752
98,528
98,2135
98,2560
98,1213
98,1343
98,1006
98,2527
98,178
98,1444
98,2891
98,551
98,2564
98,403
98,426
98,94
98,1938
98,1282
98,187
99,259
99,2688
99,1422
99,2114
99,497
99,1117
99,2383
99,64
99,958
99,1968
99,2802
99,843
99,2500
99,2200
99,1071
99,1195
99,1649
99,2057
99,632
99,775
100,3215
100,1333
100,1027
100,1520
100,1965
100,2681
100,634
100,997
100,1046
100,2915
100,978
100,1642
100,489
100,599
100,2166
100,607
100,2846
100,2106
100,2936
100,476
100,929
100,1728
100,405
100,2596
100,219
101,1446
101,2015
101,336
101,69
101,1469
101,1521
101,1808
101,1893
101,1561
101,2458
101,2860
101,3242
101,2873
101,290
101,2095
101,1251
101,2804
101,2683
101,2996
102,2312
102,1684
102,1093
102,533
102,784
102,1066
102,1910
102,3108
102,275
102,1226
102,1786
102,2837
102,426
102,1105
102,1153
102,1423
102,2624
102,912
102,2675
102,3092
102,1586
102,1174
102,3034
102,3216
102,1972
102,2638
103,1829
103,2578
103,1999
103,2108
103,921
103,1237
103,2015
103,1584
103,2446
103,2496
103,2441
103,3245
103,2192
103,2475
103,144
103,2202
103,1340
103,1546
103,1780
104,2737
104,360
104,728
104,667
104,2474
104,443
104,1989
104,2070
104,2327
104,1150
104,1826
104,2132
104,1433
104,1442
104,2145
104,1692
104,771
104,1635
104,2206
104,2343
104,1064
104,459
104,634
104,396
104,1913
105,681
105,915
105,1316
105,205
105,3153
105,66
105,1378
105,1813
105,2375
105,3247
105,101
105,1325
105,1349
105,295
105,1203
105,1507
105,2101
105,2827
105,3037
105,3210
105,67
105,2532
105,2572
105,3171
106,549
106,1394
106,2315
106,2920
106,242
106,980
106,1129
106,2886
106,1112
106,1425
106,23
106,467
106,1930
106,10
106,508
106,205
106,222
106,682
106,2010
106,1525
106,1595
106,3196
106,1423
106,901
106,958
107,1229
107,1603
107,2627
107,1251
107,224
107,1531
107,1791
107,2779
107,2827
107,704
107,2545
107,1616
107,1548
107,71
107,1683
107,98
107,1086
107,1453
108,1927
108,2222
108,693
108,1823
108,1979
108,2696
108,60
108,1710
108,2498
108,2926
108,1611
108,2358
108,1265
108,1790
108,2835
108,2690
108,3183
108,943
108,75
108,3008
108,627
108,867
109,834
109,2351
109,271
109,1121
109,1198
109,1671
109,1786
109,2167
109,2389
109,1807
109,2540
109,2287
109,2651
109,3227
109,180
109,1426
109,158
109,1064
109,1608
109,1615
109,2357
109,2081
109,531
109,1529
109,1839
109,2007
109,3036
109,3125
109,634
109,1140
109,1590
110,1813
110,375
110,495
110,1959
110,2304
110,1875
110,2259
110,1577
110,487
110,1139
110,2542
110,938
110,1232
110,2375
110,2129
110,2588
110,483
110,1934
110,2505
110,222
110,1512
110,2121
110,2317
110,2771
110,87
111,677
111,722
111,2946
111,3043
111,930
111,3139
111,707
111,2455
111,414
111,539
111,964
111,3155
111,1625
111,1669
111,1745
111,337
111,1125
111,1700
111,1789
111,1975
111,2159
111,3103
112,466
112,1326
112,2433
112,2548
112,675
112,1126
112,771
112,323
112,535
112,1907
112,2524
112,2641
112,1405
112,443
112,720
112,1939
112,1018
112,2067
112,2437
112,2622
112,2473
112,2776
112,107
113,1804
113,2290
113,148
113,2249
113,1045
113,1292
113,437
113,2110
113,2140
113,52
113,183
113,1218
113,967
113,1872
113,1889
113,2533
113,639
113,2550
113,2881
113,169
114,1320
114,1907
114,2564
114,1041
114,2648
114,218
114,1790
114,1791
114,3247
114,2930
114,1973
114,1881
114,2100
114,1014
114,194
114,1831
114,3140
114,454
114,556
114,897
114,1377
114,1910
114,2078
114,2368
114,2715
114,2749
115,779
115,1429
115,1718
115,3230
115,1596
115,2315
115,2320
115,775
115,1485
115,2295
115,3105
115,227
115,2984
115,3235
115,1154
115,1564
115,1781
115,492
115,3122
116,1948
116,1212
116,864
116,244
116,206
116,628
116,1543
116,1560
116,1722
116,973
116,1585
116,2237
116,265
116,321
116,848
116,897
116,1139
116,1416
116,2302
116,2833
117,2232
117,1897
117,2109
117,561
117,2961
117,2892
117,2980
117,3214
117,128
117,1740
117,2053
117,674
117,1363
117,2600
117,2752
117,2420
117,631
117,1992
117,2866
117,1593
117,1888
117,2813
117,2346
117,2484
117,529
118,2214
118,1966
118,2361
118,1334
118,1474
118,2854
118,2416
118,308
118,1764
118,2386
118,2695
118,502
118,766
118,1793
118,113
118,1545
118,1597
119,2596
119,3123
119,1004
119,1727
119,156
119,249
119,2165
119,2493
119,2671
119,247
119,524
119,683
119,750
119,180
119,1409
119,1553
119,3115
119,153
119,227
119,2023
119,2729
119,453
119,765
119,1181
119,112
119,1426
120,1388
120,2685
120,989
120,8
120,419
120,1755
120,1765
120,2086
120,1446
120,1971
120,3205
120,318
120,493
120,543
120,353
120,1361
120,2186
120,333
120,1385
120,2438
120,1662
120,1727
120,1790
120,2020
120,2695
120,3126
120,2
121,876
121,1544
121,565
121,1442
121,456
121,1983
121,2073
121,2309
121,1732
121,3170
121,2009
121,2154
121,2173
121,181
121,2092
121,2492
121,3078
121,561
121,577
121,57
121,805
121,3023
121,3112
121,1169
121,1242
121,2848
121,379
121,965
121,1241
121,1939
121,2910
122,1280
122,3146
122,161
122,197
122,722
122,1154
122,1813
122,2955
122,477
122,115
122,1981
122,228
122,1511
122,2219
122,999
122,607
122,1132
122,1438
122,2656
122,887
122,1946
123,2276
123,1213
123,388
123,1866
123,2448
123,3010
123,1486
123,2386
123,2464
123,2942
123,1672
123,3131
123,1119
123,87
123,320
123,1478
123,1504
123,1471
123,2643
123,2951
123,2198
123,1441
124,430
124,1993
124,486
124,1295
124,1383
124,2051
124,2247
124,2118
124,3086
124,921
124,1748
124,802
124,1979
124,3037
124,3109
124,237
124,2420
124,2491
124,211
124,368
124,421
124,645
124,1308
125,1963
125,1729
125,2772
125,383
125,2126
125,16
125,904
125,2814
125,46
